asin,product_title,product_price,product_original_price,currency,product_star_rating,product_num_ratings,product_url,product_photo,product_num_offers,product_minimum_offer_price,is_best_seller,is_amazon_choice,is_prime,climate_pledge_friendly,sales_volume,delivery,has_variations,product_badge,product_availability,coupon_text,book_formats,unit_price,unit_count,book_format,product_byline,price_missing,has_discount
B0DPGBSKR2,"Samsung Galaxy S25+ Cell Phone, 256GB Smartphone, Unlocked Android, AI Night Mode Camera, Snapdragon 8 Elite Fast Processor, ProScaler Display, 4900mAh Battery, 2025, US 1 Yr Warranty, Navy ECOLOGO EPEAT",729.99,729.99,USD,4.6,958,https://www.amazon.com/dp/B0DPGBSKR2,https://m.media-amazon.com/images/I/61YvMOsT47L._AC_UY654_QL65_.jpg,1,729.99,False,False,False,True,2K+ bought in past month,"FREE delivery Sat, Sep 12Or fastest delivery Tomorrow, Sep 11",True,,,,,,,,,False,False
B0C544TBQM,"Samsung Galaxy S23 Ultra 5G, US Version, 256GB, Phantom Black - Unlocked (Renewed)",423.99,423.99,USD,3.9,3496,https://www.amazon.com/dp/B0C544TBQM,https://m.media-amazon.com/images/I/71iBKcLHXFL._AC_UY654_QL65_.jpg,35,379.98,False,False,False,False,1K+ bought in past month,"FREE delivery Sat, Sep 12Or fastest delivery Tomorrow, Sep 11",True,,,,,,,,,False,False
B0DHJCYNS7,"Apple iPhone 16, 128GB, Teal - Unlocked (Renewed)",558.25,558.25,USD,4.0,2587,https://www.amazon.com/dp/B0DHJCYNS7,https://m.media-amazon.com/images/I/71dAfxOFDuL._AC_UY654_QL65_.jpg,29,547.08,False,False,False,False,300+ bought in past month,"FREE delivery Sat, Sep 12Only 1 left in stock - order soon.",True,,Only 1 left in stock - order soon.,,,,,,,False,False
B0DNRK51QQ,Moto G - 2025 | Unlocked | Made for US 4/128GB | 50MP Camera | Forest Gray,79.9,79.9,USD,4.3,1523,https://www.amazon.com/dp/B0DNRK51QQ,https://m.media-amazon.com/images/I/8160OiLlJEL._AC_UY654_QL65_.jpg,36,79.9,False,False,False,False,500+ bought in past month,,True,,,,,,,,,False,False
B0F7K3TVTP,"Samsung Galaxy Zflip7 FE Cell Phone (2025), 256GB AI Smartphone, JetBlack | Unlocked Android, Large Display, 4900mAh Battery, High Res-Camera, AI Photo Edits, Durable, US 1 Yr Warranty",649.99,999.99,USD,4.4,271,https://www.amazon.com/dp/B0F7K3TVTP,https://m.media-amazon.com/images/I/61BxDsfgT0L._AC_UY654_QL65_.jpg,5,607.45,False,False,True,False,400+ bought in past month,"Join Prime to get FREE delivery Today 5 PM - 10 PMOr Non-members get FREE delivery Tue, Sep 15",True,,,,,,,,,False,True
B086QCGQ8C,"AT&amp;T BL102-3 DECT 6.0 3-Handset Cordless Phone for Home with Answering Machine, Call Blocking, Caller ID Announcer, Audio Assist, Intercom, and Unsurpassed Range, Silver/Black",84.95,84.95,USD,4.2,33658,https://www.amazon.com/dp/B086QCGQ8C,https://m.media-amazon.com/images/I/81xDumBYGBL._AC_UY654_QL65_.jpg,2,39.06,False,False,True,False,1K+ bought in past month,"Join Prime to get FREE delivery Today 7 AM - 11 AMOr Non-members get FREE delivery Tue, Sep 15",False,,,,,,,,,False,False
B0FXY1DZ78,"Samsung Galaxy A17 5G Smart Phone 128GB, US 1 Yr Manufacturer Warranty Blue | Large AMOLED, High-Res Camera, Durable Design, Super Fast Charging, Expandable Storage, Circle to Search, 2025",224.99,249.99,USD,4.0,1892,https://www.amazon.com/dp/B0FXY1DZ78,https://m.media-amazon.com/images/I/710u7UnAyWL._AC_UY654_QL65_.jpg,2,168.26,False,False,True,False,2K+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15",True,,,,,,,,,False,True
B0D6YNPWPM,White OF-990 Slimline Wall-Mountable Basic Corded Telephone No AC Power Required,11.0,11.0,USD,4.0,703,https://www.amazon.com/dp/B0D6YNPWPM,https://m.media-amazon.com/images/I/61KSOYQQfwL._AC_UY654_QL65_.jpg,1,11.0,False,False,True,False,1K+ bought in past month,"Join Prime to get FREE delivery Today 7 AM - 11 AM on eligible ordersOr Non-members get FREE delivery Tue, Sep 15 on $35 of items shipped by Amazon",False,,,,,,,,,False,False
B09VD33WHW,"Samsung Galaxy S22 Ultra 5G, US Version, 128GB, Black - Unlocked (Renewed)",329.99,329.99,USD,3.8,10290,https://www.amazon.com/dp/B09VD33WHW,https://m.media-amazon.com/images/I/613Fp7fknhL._AC_UY654_QL65_.jpg,33,289.99,False,False,False,False,500+ bought in past month,"FREE delivery Sat, Sep 12",True,,,,,,,,,False,False
B0FTG1LVZR,"Tracfone Motorola Moto G 2025, 64GB, Saphire Blue (Locked to | Prepaid Smartphone- 6.6&quot; 120Hz Display, 5G , 50MP Quad Pixel Camera, Long-Lasting Battery",49.88,49.88,USD,4.3,285,https://www.amazon.com/dp/B0FTG1LVZR,https://m.media-amazon.com/images/I/81RYmvqhYrL._AC_UY654_QL65_.jpg,1,49.88,False,False,True,False,2K+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15",False,,,,,,,,,False,False
B0FXBRKCGQ,"Motorola Moto G Power - 2026 | Unlocked | Made for US 8/128GB | 50MP Camera | Pantone Evening Blue | AI Camera System, Military Grade, Ram Boost",399.99,399.99,USD,4.2,3679,https://www.amazon.com/dp/B0FXBRKCGQ,https://m.media-amazon.com/images/I/61H10YOG9zL._AC_UY654_QL65_.jpg,2,315.95,False,False,True,False,200+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15",True,,,,,,,,,False,False
B0FSCRCDYC,"OnePlus 15, 16GB RAM + 512GB Storage, Dual-SIM, Unlocked Android Smartphone, Snapdragon 8 Elite Gen 5, 7300mAh Battery, Sand Storm",584.09,584.09,USD,4.6,327,https://www.amazon.com/dp/B0FSCRCDYC,https://m.media-amazon.com/images/I/61Dsln0iM0L._AC_UY654_QL65_.jpg,3,584.09,False,False,False,False,,,True,,,,,,,,,False,False
B0F3DHRDGL,"Samsung Galaxy S25 5G, 128GB + 12GB RAM, Silver Shadow - Unlocked (Renewed)",431.89,739.99,USD,3.8,663,https://www.amazon.com/dp/B0F3DHRDGL,https://m.media-amazon.com/images/I/61AeV7RJgYL._AC_UY654_QL65_.jpg,16,384.98,False,False,False,False,400+ bought in past month,"FREE delivery Sat, Sep 12Or fastest delivery Tomorrow, Sep 11Only 6 left in stock - order soon.",True,,Only 6 left in stock - order soon.,,,,,,,False,True
B07ZPKN6YR,"Apple iPhone 11, 64GB, Black - Unlocked (Renewed)",172.0,172.0,USD,4.2,60091,https://www.amazon.com/dp/B07ZPKN6YR,https://m.media-amazon.com/images/I/61MG3m5FhIL._AC_UY654_QL65_.jpg,32,141.99,False,False,False,False,1K+ bought in past month,"FREE delivery Sat, Sep 12",True,,,,,,,,,False,False
B0F5ZH7CJS,"Motorola Moto G 2025, 128GB + 4GB RAM, Forest Gray - Unlocked (Renewed)",124.59,124.59,USD,3.7,353,https://www.amazon.com/dp/B0F5ZH7CJS,https://m.media-amazon.com/images/I/8160OiLlJEL._AC_UY654_QL65_.jpg,10,99.99,False,False,True,False,1K+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15Only 6 left in stock - order soon.",False,,Only 6 left in stock - order soon.,,,,,,,False,False
B0CNNNYPPR,KYOCERA NEW E4830 DuraXE Epic AT&amp;T/T-Mobile Flip Phone 16GB Rugged 4G LTE Black (2 Year Kyocera Warranty) Kosher NO Verizon,199.95,199.95,USD,3.7,151,https://www.amazon.com/dp/B0CNNNYPPR,https://m.media-amazon.com/images/I/415D7aY6OlL._AC_UY500_QL65_.jpg,4,129.99,False,False,False,False,100+ bought in past month,"FREE delivery Tue, Sep 15Or fastest delivery Mon, Sep 14",False,,,,,,,,,False,False
B0FRKS39NK,"Apple iPhone 17, US Version, 256GB, eSIM, Mist Blue- Unlocked (Renewed) | eSIM",750.0,750.0,USD,4.2,351,https://www.amazon.com/dp/B0FRKS39NK,https://m.media-amazon.com/images/I/41jF6OMkD8L._AC_UY654_QL65_.jpg,7,728.97,False,False,False,False,100+ bought in past month,"FREE delivery Mon, Sep 14Or fastest delivery Tomorrow, Sep 11Only 2 left in stock - order soon.",True,,Only 2 left in stock - order soon.,,,,,,,False,False
B08HBPXM97,Kyocera DuraXV Extreme E4810 Verizon Rugged LTE Flip Basic Cell Phone Camera GPS Black- (Renewed),141.95,275.99,USD,3.8,398,https://www.amazon.com/dp/B08HBPXM97,https://m.media-amazon.com/images/I/31AfWWG+jWL._AC_UY400_QL65_.jpg,4,109.0,False,False,False,False,200+ bought in past month,FREE delivery Sep 19 - 24Or fastest delivery Sep 19 - 22,False,,,,,,,,,False,True
B0H6QZNRVM,"Samsung Galaxy A57 5G 2026 | 256GB, 8GB, Dual SIM | 6.7&quot; 120 Hz, Super AMOLED Plus, IP68 Water Resistant, Android 16 | International Model Factory Unlocked for Global",425.0,425.0,USD,4.9,15,https://www.amazon.com/dp/B0H6QZNRVM,https://m.media-amazon.com/images/I/41bnJK4NQcL._AC_UY654_QL65_.jpg,5,389.0,False,False,True,False,200+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15",True,,,,,,,,,False,False
B0C4XKNH7Q,Google Pixel 7 128GB 5G Smartphone - Unlocked for All Carriers - US Version - (Snow),279.0,279.0,USD,3.8,34,https://www.amazon.com/dp/B0C4XKNH7Q,https://m.media-amazon.com/images/I/61ELsg3LR3L._AC_UY654_QL65_.jpg,3,249.99,False,False,False,False,100+ bought in past month,"FREE delivery Sat, Sep 12Only 10 left in stock - order soon.",False,,Only 10 left in stock - order soon.,,,,,,,False,False
B0C1Q3MVBP,"Samsung Galaxy A14 5G, 64GB, Black - Unlocked (Renewed)",104.44,104.44,USD,3.8,2437,https://www.amazon.com/dp/B0C1Q3MVBP,https://m.media-amazon.com/images/I/71L1ezoIH9L._AC_UY654_QL65_.jpg,13,83.11,False,False,False,False,1K+ bought in past month,"FREE delivery Tue, Sep 15Or fastest delivery Mon, Sep 14",False,,,,,,,,,False,False
B0DFHRH11D,"Tracfone, TCL FLIP 3, SIM Card Included Flip Phone (Locked to | 16GB, Stone Gray, 5MP Video Capable Camera, Locked [Sim Card Included - Separate Purchase Not Necessary]",19.88,29.88,USD,3.9,1035,https://www.amazon.com/dp/B0DFHRH11D,https://m.media-amazon.com/images/I/71pHd1TnzWL._AC_UY654_QL65_.jpg,1,19.88,False,False,True,False,4K+ bought in past month,"Join Prime to get FREE delivery Today 7 AM - 11 AM on eligible ordersOr Non-members get FREE delivery Tue, Sep 15 on $35 of items shipped by Amazon",False,,,,,,,,,False,True
B0DT9QDY82,"AT&amp;T 4-Handset DECT 6.0 Cordless Home and Business Phone with Answering Machine, 5&quot; Color Display, One-Touch Shortcut, Conference, Intercom, Smart Call Blocker, Bluetooth Connect to Cell: DLP73490",169.95,169.95,USD,4.2,4787,https://www.amazon.com/dp/B0DT9QDY82,https://m.media-amazon.com/images/I/81XZIN-8xhL._AC_UY654_QL65_.jpg,2,79.88,False,False,True,False,200+ bought in past month,"Join Prime to get FREE delivery Today 5 PM - 10 PMOr Non-members get FREE delivery Tue, Sep 15",False,,,,,,,,,False,False
B0FWT2YZV7,"Motorola Moto g - 2026 | Unlocked | Made for US 4/128GB | 50MP Camera | Pantone Slipstream, Cellular_Phone",292.4,292.4,USD,4.3,1523,https://www.amazon.com/dp/B0FWT2YZV7,https://m.media-amazon.com/images/I/61tdTfBYahL._AC_UY654_QL65_.jpg,4,125.12,False,False,True,False,400+ bought in past month,"Join Prime to get FREE delivery Today 5 PM - 10 PMOr Non-members get FREE delivery Tue, Sep 15",True,,,,,,,,,False,False
B09V9Z1WLN,"Samsung Galaxy S22 5G, US Version, 128GB, Pink Gold - Unlocked (Renewed)",202.0,202.0,USD,3.9,3711,https://www.amazon.com/dp/B09V9Z1WLN,https://m.media-amazon.com/images/I/61ED3+v4aLL._AC_UY654_QL65_.jpg,24,165.86,False,False,False,False,400+ bought in past month,"FREE delivery Tomorrow, Sep 11Only 18 left in stock - order soon.",True,,Only 18 left in stock - order soon.,,,,,,,False,False
B0GQ8V12F1,"Mini Smartphone 3.0&quot; Android Mini Phone World&#x27;s Smallest Phone for Student | WiFi APP Download/GPS/Face ID/Expandable memory/Camera/Video Call,Phone for Travel Backup&amp;Digital Detox,Gift for Kid,Orange",38.99,38.99,USD,3.4,185,https://www.amazon.com/dp/B0GQ8V12F1,https://m.media-amazon.com/images/I/61EJTTW96yL._AC_UY654_QL65_.jpg,1,38.99,False,False,True,False,300+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15",True,,,,,,,,,False,False
B0FG1WDRTZ,"Samsung Galaxy S25 FE Cell Phone (2025), 128GB AI Smartphone, JetBlack | Unlocked Android, Large Display, 4900mAh Battery, High Res-Camera, AI Photo Edits, Durable, US 1 Yr Warranty",592.94,649.99,USD,4.6,1251,https://www.amazon.com/dp/B0FG1WDRTZ,https://m.media-amazon.com/images/I/61JvXODKxOL._AC_UY654_QL65_.jpg,4,293.51,False,False,False,False,300+ bought in past month,"FREE delivery Sat, Sep 12Only 1 left in stock - order soon.",True,,Only 1 left in stock - order soon.,,,,,,,False,True
B0FMYX276H,BLU Bold N4 5G | Unlocked | 6.78” Curved Display + 1.74” Rear Display | 50MP + 16MP Selfie | 512/8GB I NFC I Android 15 | US Version | US Warranty | White,324.99,324.99,USD,4.4,228,https://www.amazon.com/dp/B0FMYX276H,https://m.media-amazon.com/images/I/71GqZQu4Z9L._AC_UY654_QL65_.jpg,2,244.99,False,False,True,False,100+ bought in past month,"Join Prime to get FREE delivery Today 5 PM - 10 PMOr Non-members get FREE delivery Tue, Sep 15",False,,,,,,,,,False,False
B0D3JKR27K,Motorola razr | 2024 | Unlocked | Made for US 8/256GB | 50MP Camera | Spritz Orange,389.48,389.48,USD,4.3,568,https://www.amazon.com/dp/B0D3JKR27K,https://m.media-amazon.com/images/I/61-cT5bWFZL._AC_UY654_QL65_.jpg,3,299.3,False,False,True,False,200+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15",True,,,,,,,,,False,False
B0BDY71GRG,"Apple iPhone SE 3rd Gen, 64GB, Midnight - Unlocked (Renewed)",133.89,133.89,USD,3.9,5943,https://www.amazon.com/dp/B0BDY71GRG,https://m.media-amazon.com/images/I/61-wAIWB8NL._AC_UY654_QL65_.jpg,51,76.54,False,False,True,False,2K+ bought in past month,"Join Prime to get FREE delivery Today 5 PM - 10 PMOr Non-members get FREE delivery Tue, Sep 15",True,,,,,,,,,False,False
B0GYPTN1ZF,"Rogue R67S Unlocked 4G LTE Smartphone for T-Mobile &amp; AT&amp;T Networks, Android 15 Go, 6.8-Inch HD+ Display, 3GB RAM + 3GB Extended Memory, 32GB Storage, 4,000mAh Removable Battery, Black",59.99,69.99,USD,3.1,45,https://www.amazon.com/dp/B0GYPTN1ZF,https://m.media-amazon.com/images/I/51CLLSav04L._AC_UY654_QL65_.jpg,1,59.99,False,False,True,False,500+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15",False,,,,,,,,,False,True
B0FMDDYZ1L,"Samsung Galaxy A17 5G A176 Dual Sim 4GB RAM 128GB - Black - 128, W129189135 (4GB RAM 128GB - Black - 128 GB)",204.5,204.5,USD,4.3,224,https://www.amazon.com/dp/B0FMDDYZ1L,https://m.media-amazon.com/images/I/51meMM2yYoL._AC_UY654_QL65_.jpg,1,204.5,False,False,True,False,100+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15Only 8 left in stock - order soon.",False,,Only 8 left in stock - order soon.,,,,,,,False,False
B0HJ1L51G7,"12x50 High Power HD Monocular Telescope with Phone Adapter &amp; Tripod, Waterproof Compact Monocular for Bird Watching, Hiking, Camping - Clear Low Light Vision",139.99,139.99,USD,5.0,5,https://www.amazon.com/dp/B0HJ1L51G7,https://m.media-amazon.com/images/I/712ZGRqWgSL._AC_UY654_QL65_.jpg,1,139.99,False,False,True,False,New on Amazon in past month,"Join Prime to get FREE delivery Today 5 PM - 10 PMOr Non-members get FREE delivery Tue, Sep 15",False,,,,,,,,,False,False
B0CVYKL34H,"Google Pixel 8 5G,US Version, 128 GB Obsidian - Unlocked (Renewed)",288.96,684.75,USD,3.5,1023,https://www.amazon.com/dp/B0CVYKL34H,https://m.media-amazon.com/images/I/81Gn0pTWnBL._AC_UY654_QL65_.jpg,11,258.99,False,False,False,False,500+ bought in past month,"FREE delivery Tue, Sep 15Only 12 left in stock - order soon.",True,,Only 12 left in stock - order soon.,,,,,,,False,True
B0B6D53G2V,"Samsung Galaxy S22+ Plus 5G, US Version, 256GB, Phantom Black - Unlocked (Renewed)",229.95,249.0,USD,4.2,1698,https://www.amazon.com/dp/B0B6D53G2V,https://m.media-amazon.com/images/I/61R5xNY4ZWL._AC_UY654_QL65_.jpg,22,194.89,False,False,False,False,300+ bought in past month,"FREE delivery Tomorrow, Sep 11Only 4 left in stock - order soon.",True,,Only 4 left in stock - order soon.,,,,,,,False,True
B0F2G65NZP,Motorola Razr Ultra 2025 | Unlocked | Made for US 16/512GB | 50MP Camera | Pantone Cabaret,799.99,799.99,USD,4.1,214,https://www.amazon.com/dp/B0F2G65NZP,https://m.media-amazon.com/images/I/71EB7IonH8L._AC_UY654_QL65_.jpg,2,631.99,False,False,True,False,50+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15",True,,,,,,,,,False,False
B0F9XZD976,"Nothing Phone (3) Cell Phone, 5G Unlocked Phones 256GB, Android 15, Snapdragon 8s Gen4, AI Mobile Phones with Four 50MP Cameras &amp; AMOLED Display, 5150mAh, Glyph Interface, Smartphone White",699.0,799.0,USD,4.0,122,https://www.amazon.com/dp/B0F9XZD976,https://m.media-amazon.com/images/I/51xHUFqPx9L._AC_UY654_QL65_.jpg,2,569.05,False,False,False,False,100+ bought in past month,"FREE delivery Tue, Sep 15Only 1 left in stock (more on the way).",True,,Only 1 left in stock (more on the way).,,,,,,,False,True
B0CSGK59ZB,"Panasonic Corded Phone/Cordless Phone with Answering Machine, Advanced Call Block and 2-Way Recording, 2 Handsets Expandable up to 6 Cordless Handsets, Landline Telephone - KX-TGF852B (Black)",134.99,134.99,USD,4.2,803,https://www.amazon.com/dp/B0CSGK59ZB,https://m.media-amazon.com/images/I/81ngV9Xg7hL._AC_UY654_QL65_.jpg,5,85.67,False,False,True,False,800+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15",False,,,,,,,,,False,False
B0CRPQ8W8X,"Samsung Galaxy S23 FE 5G, US Version, 128GB, Black - Unlocked (Renewed)",229.0,409.99,USD,4.2,1067,https://www.amazon.com/dp/B0CRPQ8W8X,https://m.media-amazon.com/images/I/71iQPXoiWYL._AC_UY654_QL65_.jpg,22,189.0,False,False,False,False,500+ bought in past month,"FREE delivery Sat, Sep 12Or fastest delivery Tomorrow, Sep 11",True,,,,,,,,,False,True
B0B9M14Z1V,"Samsung Galaxy S21 FE 5G, 128GB, Graphite - Unlocked (Renewed) | 6.4&quot; Display",149.0,149.0,USD,4.1,228,https://www.amazon.com/dp/B0B9M14Z1V,https://m.media-amazon.com/images/I/61FzowS3k2L._AC_UY654_QL65_.jpg,12,137.95,False,False,False,False,100+ bought in past month,"FREE delivery Sat, Sep 12",False,,,,,,,,,False,False
B0C8BW1P3Q,"Google Pixel 7a 5G, 128GB, Charcoal - Unlocked (Renewed)",179.95,179.95,USD,3.7,811,https://www.amazon.com/dp/B0C8BW1P3Q,https://m.media-amazon.com/images/I/61r7cCpQPlL._AC_UY654_QL65_.jpg,7,174.9,False,False,False,False,500+ bought in past month,"FREE delivery Wed, Sep 16Or fastest delivery Sat, Sep 12",True,,,,,,,,,False,False
B007B5VH0E,"AT&amp;T CL4940 Corded Phone with Digital Answering System, Caller ID, Large Tilt Display",49.99,52.95,USD,4.4,14542,https://www.amazon.com/dp/B007B5VH0E,https://m.media-amazon.com/images/I/71IRO2MM2TL._AC_UY654_QL65_.jpg,42,31.79,False,False,True,False,1K+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15",False,,,,,,,,,False,True
B08VLMQ3KS,"Samsung Galaxy S21 5G, US Version, 128GB, Phantom Gray - Unlocked (Renewed) | Unlocked",183.57,289.88,USD,4.0,15766,https://www.amazon.com/dp/B08VLMQ3KS,https://m.media-amazon.com/images/I/61XyNdmvr6L._AC_UY654_QL65_.jpg,29,132.0,False,False,True,False,1K+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15Only 5 left in stock - order soon.",True,,Only 5 left in stock - order soon.,,,,,,,False,True
B0F49DQKT8,"SAMSUNG Galaxy A36 5G 2025 | 256GB, Dual SIM | 6.7&quot; 120Hz AMOLED, IP67 Water Resistant, Android 15 | International Model Factory Unlocked for T-Mobile &amp; Global | 25W Fast Charger Bundle (Black)",310.0,310.0,USD,4.3,473,https://www.amazon.com/dp/B0F49DQKT8,https://m.media-amazon.com/images/I/41CtyAEAmrL._AC_UY654_QL65_.jpg,1,310.0,False,False,False,False,400+ bought in past month,"FREE delivery Thu, Sep 17Only 2 left in stock - order soon.",True,,Only 2 left in stock - order soon.,,,,,,,False,False
B0DNLLMVBX,Samsung Galaxy A06 4G LTE (64GB + 4GB) Latin Version SM-A065M/DS Factory Unlocked 6.7&quot; Dual Sim 50MP Dual Cam (Case Bundle) - (Black),115.73,115.73,USD,4.5,363,https://www.amazon.com/dp/B0DNLLMVBX,https://m.media-amazon.com/images/I/21Ccz1qMSWL._AC_UY256_QL65_.jpg,5,99.4,False,False,True,False,500+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15Only 5 left in stock - order soon.",True,,Only 5 left in stock - order soon.,,,,,,,False,False
B09V5LDZQ4,"Samsung Galaxy S22 5G, 128GB, Phantom Black - Unlocked (Renewed)",192.0,192.0,USD,3.9,2739,https://www.amazon.com/dp/B09V5LDZQ4,https://m.media-amazon.com/images/I/61M4ndNetDL._AC_UY654_QL65_.jpg,23,149.99,False,False,False,False,1K+ bought in past month,"FREE delivery Sat, Sep 12",False,,,,,,,,,False,False
B0DRLMLMVX,"T-Mobile Revvl 7 Pro 5G Unlocked Smartphone, 256GB, Azurite Blue",126.99,126.99,USD,3.9,318,https://www.amazon.com/dp/B0DRLMLMVX,https://m.media-amazon.com/images/I/51Aux7GAksL._AC_UY654_QL65_.jpg,5,119.5,False,False,True,False,500+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15Only 8 left in stock - order soon.",False,,Only 8 left in stock - order soon.,,,,,,,False,False
B0CRWT7WF1,Samsung Galaxy A05 A065M 64GB Dual-SIM GSM Unlocked Android Smartphone (Latin America Version) - Black,124.5,124.5,USD,4.4,757,https://www.amazon.com/dp/B0CRWT7WF1,https://m.media-amazon.com/images/I/61UjBLFlH2L._AC_UY654_QL65_.jpg,2,75.0,False,False,True,False,300+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15",False,,,,,,,,,False,False
B00839N5O8,"VTech CS6649 DECT 6.0 Expandable Corded/Cordless Phone with Answering System and Caller ID/Call Waiting, Silver/Black with 1 Handset",69.95,69.95,USD,4.3,5503,https://www.amazon.com/dp/B00839N5O8,https://m.media-amazon.com/images/I/71F6JI1A5cL._AC_UY654_QL65_.jpg,4,45.89,False,False,True,False,200+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15",False,,,,,,,,,False,False
B0HJ68G37Q,"Dial Bop Phone, Phone Receiver for Cell Phone, Hand Held Receiver for Cell Phone, 3.5mm Type-C Wired Vintage Telephone Receiver (Pink, Type-C)",24.99,24.99,USD,,0,https://www.amazon.com/dp/B0HJ68G37Q,https://m.media-amazon.com/images/I/61igzPTt-uL._AC_UY654_QL65_.jpg,1,24.99,False,False,False,False,,FREE delivery Sep 25 - Oct 6,False,,,You pay $21.24 with coupon,,,,,,False,False
B0BZG7N8LW,"Panasonic Cordless Phone with Answering Machine, Link2Cell Bluetooth Home Phones, Voice Assistant and Advanced Call Blocking, Expandable System with 3 Handsets - KX-TGD863W (White)",92.99,107.99,USD,4.3,11684,https://www.amazon.com/dp/B0BZG7N8LW,https://m.media-amazon.com/images/I/71u44G679tL._AC_UY654_QL65_.jpg,2,73.46,False,False,True,False,300+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15",False,Limited time deal,,,,,,,,False,True
B0H7STX68V,"Samsung Galaxy S26 FE, Unlocked Phone, Blueberry, 128GB | Galaxy AI, AI Photo Editor, 50MP Camera, Photo Assist, My FanCam, Super Steady Video, 4900 mAh Battery, 8 GB Memory",699.99,699.99,USD,,0,https://www.amazon.com/dp/B0H7STX68V,https://m.media-amazon.com/images/I/51bp8y5AwfL._AC_UY654_QL65_.jpg,1,699.99,False,False,True,False,New on Amazon in past month,"Join Prime to get FREE delivery Today 5 PM - 10 PMOr Non-members get FREE delivery Tue, Sep 15",False,,,,,,,,,False,False
B08L9MY937,"Samsung Galaxy A71 5G, 128GB, Prism Cube Black - Unlocked (Renewed)",139.44,139.44,USD,4.0,2145,https://www.amazon.com/dp/B08L9MY937,https://m.media-amazon.com/images/I/61B8AZrmgjL._AC_UY654_QL65_.jpg,2,108.99,False,False,False,False,400+ bought in past month,"FREE delivery Tue, Sep 15Only 11 left in stock - order soon.",False,,Only 11 left in stock - order soon.,,,,,,,False,False
B0GJ78T9CV,"Tracfone Samsung Galaxy A17 5G, 128GB, 50MP Camera (Locked to | Prepaid Smartphone - 6.7&quot; Super AMOLED 90Hz Display, 5000mAh Battery, 4GB RAM, Black",119.0,119.0,USD,4.2,50,https://www.amazon.com/dp/B0GJ78T9CV,https://m.media-amazon.com/images/I/81q8xB4Vt6L._AC_UY654_QL65_.jpg,1,119.0,False,False,True,False,100+ bought in past month,"Join Prime to get FREE delivery Today 5 PM - 10 PMOr Non-members get FREE delivery Tue, Sep 15",True,,,,,,,,,False,False
B0F38VY33B,"Samsung Galaxy S25 Ultra, 256GB, Titanium Silverblue - Unlocked (Renewed)",709.97,709.97,USD,4.0,1108,https://www.amazon.com/dp/B0F38VY33B,https://m.media-amazon.com/images/I/71yUVEekQWL._AC_UY654_QL65_.jpg,24,649.99,False,False,False,False,400+ bought in past month,"FREE delivery Tomorrow, Sep 11Only 11 left in stock - order soon.",True,,Only 11 left in stock - order soon.,,,,,,,False,False
B0F4QHQ83J,"Tracfone Samsung Galaxy A16 5G Phone - 128GB, 1-Yr Plan Included, Black | Prepaid Smartphone - AMOLED Display + 1-Yr Plan-Vivid 6.7&quot; AMOLED display backed by 365 days of service - Locked to Tracfone",79.99,79.99,USD,4.2,141,https://www.amazon.com/dp/B0F4QHQ83J,https://m.media-amazon.com/images/I/61S46I3pUKL._AC_UY654_QL65_.jpg,1,79.99,False,False,True,False,1K+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15",False,,,,,,,,,False,False
