product_title_ksa,product_title_us,price_ksa_sar,price_us_usd,price_us_in_sar,price_diff_sar,price_diff_percent,match_score
ايبروكو واقي شاشة مغناطيسي ورقي متوافق مع ايباد اير 5 (2022) وايباد اير الجيل الرابع (2020) 10.9 انش وايباد برو 11 (2022، 2021، 2020، 2018)، غشاء ورقي من البولي ايثيلين تيرفثالات للكتابة والرسم,"Apple 2022 iPad Air (10.9-inch, Wi-Fi, 64GB) - Starlight (Renewed)",40.0,314.19,1178.21,-1138.21,-96.61,0.29
ايه بيوتي حافظة لجهاز ايباد اير 11 بوصة M4/M3/M2، ايباد اير 5/4 10.9 بوصة | غطاء خلفي شفاف رفيع على شكل حرف Y لجهاز ايباد برو 11 انش الجيل الرابع/الثالث/الثاني/الأول، حامل قلم، خاصية السكون التلقائي,"Apple iPad Air, 2025 with M3 Chip (11-inch, Wi-Fi, 128GB) - Purple (Renewed)",39.99,589.0,2208.75,-2168.76,-98.19,0.29
جراب دوار 360 درجة من جيتك لجهاز ايباد اير 11 بوصة M4/M3/M2 وايباد اير 5/4 | غطاء لجهاز ايباد اير 11 بوصة (2026-2024) واير 5/4 10.9 بوصة (2022/2020)، حامل متعدد الزوايا، ظهر شفاف، حامل قلم,"Apple iPad Air 2026 with Apple M4 Chip (11-inch, Wi-Fi, 128GB) - Space Gray (Renewed)",70.99,619.0,2321.25,-2250.26,-96.94,0.29
تابلت سامسونج جالكسي تاب A11+، واي فاي، اندرويد، فضي، 6 جيجابايت RAM، تخزين 128 جيجابايت، شاشة 11 بوصة (إصدار المملكة العربية السعودية),"Samsung Galaxy A17 5G A176 Dual Sim 4GB RAM 128GB - Black - 128, W129189135 (4GB RAM 128GB - Black - 128 GB)",699.0,204.5,766.88,-67.88,-8.85,0.28
تابلت باد X9a واي فاي شاشة 11.5 بوصة 120Hz ذاكرة رام 8GB + تخزين 128GB اندرويد 15 سناب دراجون 685 بطارية 8300mAh شحن سريع 35 واط يدعم قلم ستايلس موديل 2025 + غطاء حماية قابل للطي مجاني من هونر، رمادي,"Apple 2025 iPad 11-inch (Wi-Fi, 128GB) - Silver (Renewed)",999.0,385.25,1444.69,-445.69,-30.85,0.28
"جيتك غطاء حماية لجهاز ايباد برو 12.9 انش الجيل السادس/الخامس (2022/2021)، كحلي | Slim Translucent Back Design, Tri-Fold Stand, Auto Wake/Sleep, Lightweight Shockproof Cover","MoKo for iPad (A16) 11th Generation Case, iPad 10th Gen Case, Navy Blue | For iPad 11/10.9 Inch Case 2025/2022, Slim Stand Hard PC Translucent Back Shell Smart Cover,Support Touch ID,Auto Wake/Sleep ClimatePartner certified",62.99,9.95,37.31,25.68,68.82,0.28
تابلت باد X9a واي فاي شاشة 11.5 بوصة 120Hz ذاكرة رام 8GB + تخزين 128GB اندرويد 15 سناب دراجون 685 بطارية 8300mAh شحن سريع 35 واط يدعم قلم ستايلس موديل 2025 + غطاء حماية قابل للطي مجاني من هونر، رمادي,"Apple 2025 iPad 11-inch (Wi-Fi, 128GB) - Silver (Renewed)",939.0,385.25,1444.69,-505.69,-35.0,0.28
ESR قلم ايباد جيو ديجيتال لجهاز ايباد 2018-2026، فايند ماي، اختصارات سهلة | يعمل مع ابل فايند مي، لايباد (A16) 11/10/9/8 الجيل واير 13/11 وبرو 12.9/13/11 وميني 7/6/5، أبيض (بدون شحن لاسلكي),"Apple iPad Pro (12.9-inch, Wi-Fi, 64GB) - Silver (2018) (Renewed)",144.49,309.95,1162.31,-1017.82,-87.57,0.28
تابلت اندرويد 10 انش مع حافظة، ذاكرة RAM 6GB + روم 64GB، تابلت قابل للتوسيع 1TB، معالج رباعي النواة 1.8Ghz، شاشة لمس 1280×800 IPS، كاميرا 8MP، بطارية 6000mAH، 2.4G/5G واي فاي 6 بلوتوث 5.0,"Tablet Android 16 10 Inch 12GB RAM+64GB ROM/ 1TB Expandable, 1280 * 800 HD Touch Screen, 5G WiFi6 BT 5.0, 2 in 1 Tab with Keyboard Case Mouse Stylus (Pink)",279.44,62.99,236.21,43.23,18.3,0.28
"حافظة من جي تك لايباد 10.2 انش (موديل 2020/2021/2019 الجيل 9/8/7)، بغطاء لتنشيط/سكون تلقائي (كحلي)، بولي يوريثين وبولي كربونات | Slim Translucent Back Design, Tri-Fold Stand, Auto Wake/Sleep, Lightweight Shockproof Cover","MoKo for iPad (A16) 11th Generation Case, iPad 10th Gen Case, Navy Blue | For iPad 11/10.9 Inch Case 2025/2022, Slim Stand Hard PC Translucent Back Shell Smart Cover,Support Touch ID,Auto Wake/Sleep ClimatePartner certified",53.99,9.95,37.31,16.68,44.7,0.28
جوال سامسونج جالكسي A17 ال تي اي، ثنائي شرائح اتصال، سعة 128 جيجا توسع حتى 2 تيرا، اندرويد 14 وذاكرة رام 4 جيجابايت، معالج اكسينوس وشاشة اموليد 6.7 بوصة بدقة 1080x2220، معدل تحديث 90 هرتز، لون أسود,"Samsung Galaxy A17 5G A176 Dual Sim 4GB RAM 128GB - Black - 128, W129189135 (4GB RAM 128GB - Black - 128 GB)",618.0,204.5,766.88,-148.88,-19.41,0.28
تابلت اندرويد 15 10 بوصة 2 في 1 بحافظة لوحة مفاتيح وماوس ستايلس وRAM 10 جيجا وذاكرة روم 64 جيجا قابلة للتوسيع 1TB ومعالج رباعي النواة 5G WiFi6 وبلوتوث 5.0 و6000mAh وشاشة IPS 1280×800 وايدفاين L1،زهري,"Tablet Android 16 10 Inch 12GB RAM+64GB ROM/ 1TB Expandable, 1280 * 800 HD Touch Screen, 5G WiFi6 BT 5.0, 2 in 1 Tab with Keyboard Case Mouse Stylus (Pink)",355.17,62.99,236.21,118.96,50.36,0.28
زد زد بي تابلت اندرويد مقاس 10 انش بذاكرة روم 32GB وسعة 512GB وبطارية 6000mAh ومعالج رباعي النواة وذاكرة RAM 2GB وكاميرا 8MP وواي فاي وشاشة لمس IPS HD مقاس 10.1 انش,Android Tablet 10 Inch Tablet With Case Stylus Android 15 Tablets 8GB RAM 32GB ROM Support 1TB Expansion 6000mah Battery 10.1&quot; IPS HD Touchscreen 2MP+8MP Dual Camera WIFI-6 Bluetooth5.0 Tablets,272.92,59.99,224.96,47.96,21.32,0.28
تابلت هوتابلت 7 انش اندرويد 14.0 مع حافظة واقية، ذاكرة RAM 8GB (4+4GB موسعة) + ذاكرة روم 32GB، شاشة IPS، كاميرا مزدوجة، بلوتوث 5.0 واي فاي تاب (اسود),"HOTTABLET Tablet 7Inch Android 14.0 with Protective Case, 8GB(3+5GB Expand) RAM+ 32GB ROM, IPS Screen, Dual Camera, Bluetooth 5.0 WiFi Tab (Black)",219.25,40.99,153.71,65.54,42.64,0.27
هواوي تابلت ميت باد اس اي 11 انش، ذاكرة RAM 4GB، تخزين 128GB، تصميم معدني واحد، شاشة فل فيو مريحة للعين 11 انش، بطارية 7700mAh، زاوية للاطفال، واي فاي، بلوتوث، رمادي نيبولا,"HP 14 Laptop, Intel N150, 4GB DDR5 RAM, 128GB SSD, Windows 11",649.99,299.99,1124.96,-474.97,-42.22,0.27
ديجيروت قلم فائق الهدوء لجهاز ابل ايباد 2018-2026 مع خاصية رفض راحة اليد | قلم ستايلس لجهاز ايباد a16 متوافق مع ايباد الجيل السادس والحادي عشر، برو 12.9/11/13/M4/M5، اير 3/4/5/M2/M3، ميني الجيل 5-7,"Apple iPad Air 2026 with Apple M4 Chip (11-inch, Wi-Fi, 128GB) - Space Gray (Renewed)",79.99,619.0,2321.25,-2241.26,-96.55,0.27
حافظة كيبورد(عربي/انجليزي) مع ماوس لايباد | الجيل السابع(2019)/الثامن(2020)/التاسع(2021) 10.2انش، و اير الجيل الثالث، و برو 10.5انش. بلوتوث. بينك,"2019 Apple iPad Air (10.5-inch, WiFi, 256GB) - Gold (Renewed)",158.0,249.0,933.75,-775.75,-83.08,0.27
لابتوب محمول 15.6 انش ويندوز 11 برو وذاكرة RAM 16GB وSSD 256GB وشاشة FHD 1080P ومعالج 3855U وكيبورد باضاءة خلفية وقارئ بصمات اصابع وUSB 3.0 وبطارية 5000mAh للعمل والمدرسة,"2026 Window 11 Pro Traditional Laptop Computer, 16GB RAM 256GB SSD for Business Student School College, 15.6&quot; FHD IPS Display, Lightweight Portable, 4H Battery, 3.5 lbs",997.99,349.99,1312.46,-314.47,-23.96,0.27
جيتك حافظة لجهاز ايباد (A16) الجيل 11/10، ازرق | غطاء لموديل 2025/2022، ظهر شفاف شفاف، حامل أقلام، نحيف مضاد للصدمات، حامل ثلاثي الطيات، خاصية الاستيقاظ/النوم التلقائي,"Apple iPad, 2025 with A16 Chip (11-inch, Wi-Fi + Cellular, 128GB) - Silver (Renewed)",68.99,449.99,1687.46,-1618.47,-95.91,0.27
جيتك حافظة حماية للاطفال لجهاز ايباد (A16) الجيل 11/10، اسود | لطراز 2025/2022، واقي شاشة مدمج، حامل مقبض، مضاد للصدمات، صديق للأطفال,"Apple iPad, 2025 with A16 Chip (11-inch, Wi-Fi + Cellular, 128GB) - Silver (Renewed)",77.99,449.99,1687.46,-1609.47,-95.38,0.27
"جيتك حافظة مغناطيسية لجهاز ايباد برو 11 انش (موديل 2022/2021/2020/2018)، وايباد اير 5/4 (10.9 انش 2022/2020)، تدعم شحن القلم الجيل الثاني، مرفق مغناطيسي (بينك) | For iPad Air 5/4 10.9&quot; (2022/2020) &amp; Pro 11&quot; (2022/2021/2020/2018), Slim Smart Cover, Auto Wake/Sleep, Lightweight Protection","MoKo for iPad (A16) 11th Generation Case, iPad 10th Gen Case, Navy Blue | For iPad 11/10.9 Inch Case 2025/2022, Slim Stand Hard PC Translucent Back Shell Smart Cover,Support Touch ID,Auto Wake/Sleep ClimatePartner certified",77.99,9.95,37.31,40.68,109.02,0.27
جيتك حافظة متينة لجهاز ايباد (A16) الجيل 11/10، اسود | لطراز 2025/2022، واقي شاشة مدمج، حامل حزام يد دوار، حماية شديدة التحمل ضد الصدمات,"Apple iPad, 2025 with A16 Chip (11-inch, Wi-Fi + Cellular, 128GB) - Silver (Renewed)",78.99,449.99,1687.46,-1608.47,-95.32,0.27
ايه بيوتي حافظة لجهاز ايباد اير 13 بوصة M4/M3/M2، ايباد برو 12.9 بوصة | غطاء رفيع على شكل حرف Y مع غلاف خلفي شفاف، حامل قلم، خاصية السكون التلقائي,"Apple 2022 iPad Pro, 12.9-inch, 128GB - Space Gray (Renewed)",69.99,609.95,2287.31,-2217.32,-96.94,0.27
تابلت سامسونج جالكسي تاب A11، واي فاي، اندرويد، ذاكرة رام 8 جيجابايت، وتخزين 128 جيجابايت، شاشة 11 بوصة (إصدار المملكة العربية السعودية)، رمادي,"Samsung Galaxy A11, 32GB - Unlocked (Renewed)",699.0,74.44,279.15,419.85,150.4,0.27
جيتك حافظة حماية دوارة 360 درجة لجهاز ايباد ميني A17 برو/الجيل السادس (2024 | غطاء حامل متعدد الزوايا، تصميم خلفي شفاف، خاصية التنبيه/النوم التلقائي، حامل قلم، حماية كاملة,"2024 Apple iPad Mini with A17 Pro Chip (8.3-inch, Wi-Fi + Cellular, 128GB) - Blue (Renewed)",69.99,588.65,2207.44,-2137.45,-96.83,0.27
جيتك حافظة جليتر لجهاز ايباد (A16) الجيل 11/10، بينك | غطاء لموديل 2025/2022، تصميم لامع لامع، حامل أقلام، ظهر شفاف رفيع، مناسب للأطفال والبنات,"Apple iPad, 2025 with A16 Chip (11-inch, Wi-Fi + Cellular, 128GB) - Silver (Renewed)",58.99,449.99,1687.46,-1628.47,-96.5,0.27
جوال توكسيل رخيص، 5.0 انش، اندرويد 9.0، كاميرا مزدوجة الشريحة، رباعي النواة، روم 16GB 【قابل للتوسيع حتى 128GB】يدعم واي فاي/بلوتوث/اف ام، جوال مفتوح الوجه (ازرق),"Apple 2025 iPad 11-inch (Wi-Fi, 128GB) - Silver (Renewed)",487.45,385.25,1444.69,-957.24,-66.26,0.27
جوال قابل للطي، يدعم اللغة العربية، شاشة HD مقاس 2.4 انش، زر استغاثة وبث الوقت، ارقام ناطقة، راديو اف ام، مصباح يدوي، هاتف قابل للطي لكبار السن والاطفال 2025 (احمر),"Apple 2025 iPad 11-inch (Wi-Fi, 128GB) - Silver (Renewed)",153.9,385.25,1444.69,-1290.79,-89.35,0.27
جوال ريدمي 17 ثنائي شرائح الاتصال شبكة الجيل الخامس 5G، بذاكرة رام 4 جيجابايت وتخزين 128 جيجابايت، برتقالي زاهي - النسخة العالمية,"Google Pixel 8 5G,US Version, 128 GB Obsidian - Unlocked (Renewed)",761.0,288.96,1083.6,-322.6,-29.77,0.27
تابلت بيشينج 7 انش اندرويد 14.0، ذاكرة RAM 8GB (توسيع 3+5) + تابلت روم 32GB، كاميرا مزدوجة، شاشة IPS 1024x600، توسيع 1 تيرابايت، تابلت مع حافظة (بينك),"HOTTABLET Tablet 7Inch Android 14.0 with Protective Case, 8GB(3+5GB Expand) RAM+ 32GB ROM, IPS Screen, Dual Camera, Bluetooth 5.0 WiFi Tab (Black)",236.0,40.99,153.71,82.29,53.53,0.26
"حافظة حماية من بروكيس متوافقة مع آيباد برو 11 بوصة 2021، غطاء مصنوع من البلاستيك باللون الأزرق | Slim stand hard-back shell smart cover for iPad Pro 11&quot; 4th/3rd/2nd/1st Gen, released 2022/2021/2020/2018","MoKo for iPad (A16) 11th Generation Case, iPad 10th Gen Case, Navy Blue | For iPad 11/10.9 Inch Case 2025/2022, Slim Stand Hard PC Translucent Back Shell Smart Cover,Support Touch ID,Auto Wake/Sleep ClimatePartner certified",44.99,9.95,37.31,7.68,20.58,0.26
تابلت 10 انش اندرويد 15 مع كيبورد وقلم ستايلس 8GB RAM 2 في 1 يتضمن ماوس وحافظة واقية، عمر بطارية طويل 6000mAh 5G واي فاي 6 كاميرا مزدوجة 32GB روم 10.1 انش، مجموعة تابلت للعمل والدراسة,"2 in 1 Tablet 10 Inch Android 15 Tableta, Tablets with Keyboard Mouse Case Stylus, 8GB RAM 32GB ROM Supports 1TB Expansion, 2MP+8MP Dual Camera Quad Core Processor 6000mAh Battery 10.1 IN FHD Tab Pink",324.06,64.99,243.71,80.35,32.97,0.26
كوبرز تابلت 10 انش، اندرويد 14، ذاكرة روم 32GB، 512GB قابل للتوسيع، معالج رباعي النواة، بطارية 6000mAh، شاشة لمس 1280x800 IPS، كاميرا مزدوجة HD 2MP+8MP، بلوتوث واي فاي، ازرق كحلي,Android Tablet 10 Inch Tablet With Case Stylus Android 15 Tablets 8GB RAM 32GB ROM Support 1TB Expansion 6000mah Battery 10.1&quot; IPS HD Touchscreen 2MP+8MP Dual Camera WIFI-6 Bluetooth5.0 Tablets,292.39,59.99,224.96,67.43,29.97,0.26
حافظة حماية من بروكيس لآيباد إير 10.9 بوصة الجيل الرابع والخامس، حافظة من البولي كربونات والبولي يوريثان باللون الأسود | Protective hard-back smart cover with auto wake/sleep for iPad Air 11&quot; M4/M3/M2 and 10.9&quot; 5th/4th Gen,"MoKo for iPad (A16) 11th Generation Case, iPad 10th Gen Case, Navy Blue | For iPad 11/10.9 Inch Case 2025/2022, Slim Stand Hard PC Translucent Back Shell Smart Cover,Support Touch ID,Auto Wake/Sleep ClimatePartner certified",44.09,9.95,37.31,6.78,18.16,0.26
"لوحة مفاتيح ماجيك عربية لايباد ميني 6 مقاس 8.3 بوصة مع غطاء خلفي مغناطيسي من ايمبانج، حافظة لوحة مفاتيح ذكية متعددة اللمس بإضاءة خلفية، غطاء بدعامة عائمة لايباد ميني الجيل السادس - أبيض | Magnetic Back Cover, Smart Multi-Touch Trackpad Backlit Keyboard Case Floating Cantilever Case mini 7th 6th Generation White","Harvopu for iPad A16 11th/10th Generation Case with Keyboard, Folio Cover | Multi-Touch Trackpad, 7 Colors Backlit, Detachable Keyboard for iPad A16 11 inch/10th Gen with Pencil Holder, Navy Blue",399.99,25.98,97.42,302.56,310.56,0.25
تلفزيون 4 كيه من ابل (32GB),"Apple iPad with WiFi, 32GB, Silver (2017 Model) (Renewed)",836.12,76.0,285.0,551.12,193.38,0.25
شاومي تلفزيون اف 32، 32 بوصة (81 سم)، اتش دي، تلفزيون ذكي، فاير تي في، دولبي اوديو، دي تي اس فيرتشوال: اكس، DTS-HD، تحكم صوتي اليكسا، يعمل مع ابل اير بلاي,"Apple iPad Air 2 9.7-Inch, 32GB Tablet (Gold) (Renewed)",656.95,87.18,326.92,330.02,100.95,0.25
جيتك شاشة حماية ورقية غير لامعة لجهاز ايباد (A16) الجيل 11/10، عبوة واحدة | لطراز 2025/2022، لمسة نهائية غير لامعة مضادة للوهج، تحسين الكتابة والرسم، مضاد لبصمات الأصابع,"Apple iPad, 2025 with A16 Chip (11-inch, Wi-Fi + Cellular, 128GB) - Silver (Renewed)",46.99,449.99,1687.46,-1640.47,-97.22,0.25
سامسونج جوال جالكسي ايه 17 ال تي اي، هاتف ذكي بنظام اندرويد، ذاكرة تخزين 128GB، ذاكرة RAM 6GB، رمادي، 6x تحديثات نظام التشغيل، شاشة كبيرة، كاميرا 50MP OIS (اصدار بي ايه اي),"Samsung Galaxy S25 5G, 128GB + 12GB RAM, Silver Shadow - Unlocked (Renewed)",719.0,431.89,1619.59,-900.59,-55.61,0.25
جوال جالكسي ذكي A07 LTE بنظام أندرويد وذاكرة تخزين 64GB وذاكرة رام 4GB و6x تحديثات نظام التشغيل مع شاشة كبيرة ومعالج 6nm من سامسونج، أخضر (إصدار المملكة العربية السعودية),"Samsung Galaxy A14 5G, 64GB + 4GB RAM, Black - Unlocked (GSM Only) (Renewed)",449.99,104.44,391.65,58.34,14.9,0.25
ريلمي هاتف ذكي C100i 4G ثنائي شرائح الاتصال بذاكرة RAM 4GB وذاكرة تخزين 128GB وكاميرا ذكاء اصطناعي سريع الاداء ثنائي شرائح الاتصال اندرويد (رمادي داكن),"Motorola Moto G 2025, 128GB + 4GB RAM, Forest Gray - Unlocked (Renewed)",529.0,124.59,467.21,61.79,13.22,0.25
سامسونج هاتف ذكي جالكسي A06 4G | شاشة 6.7 انش HD+ | كاميرا مزدوجة 50MP | معالج هيليو G85 | بطارية 5000mAh | اندرويد 14 ون UI 7 | ذاكرة RAM 4GB وذاكرة تخزين 64GB | بصمة جانبية (اسود),Samsung Galaxy A06 4G LTE (64GB + 4GB) Latin Version SM-A065M/DS Factory Unlocked 6.7&quot; Dual Sim 50MP Dual Cam (Case Bundle) - (Black),470.0,115.73,433.99,36.01,8.3,0.25
تابلت اندرويد 15، تابلت 10 انش، تابلت 2 في 1 مع حافظة كيبورد | ذاكرة RAM 8GB + ذاكرة روم 32GB / 2TB قابلة للتوسيع، شاشة عرض IPS 1280x800، واي فاي 5G 6، كاميرا مزدوجة، بطارية 6000mAh BT5,Android Tablet 10 Inch Tablet With Case Stylus Android 15 Tablets 8GB RAM 32GB ROM Support 1TB Expansion 6000mah Battery 10.1&quot; IPS HD Touchscreen 2MP+8MP Dual Camera WIFI-6 Bluetooth5.0 Tablets,325.39,59.99,224.96,100.43,44.64,0.25
"حافظة حماية من جيه تك لآيباد برو 11 إنش (2021/2020/2018)، غطاء مصنوع من TPU و PC باللون الأزرق الفاتح | Cover for 2022/2021/2020/2018 Model, Clear Back, Pencil Holder, Slim Shockproof, Tri-Fold Stand, Auto Wake/Sleep","MoKo for iPad (A16) 11th Generation Case, iPad 10th Gen Case, Navy Blue | For iPad 11/10.9 Inch Case 2025/2022, Slim Stand Hard PC Translucent Back Shell Smart Cover,Support Touch ID,Auto Wake/Sleep ClimatePartner certified",68.99,9.95,37.31,31.68,84.9,0.25
تابلت اندرويد 10.1 انش ثنائي شرائح الاتصال بذاكرة RAM 6GB وذاكرة روم 128GB وشاشة لمس IPS HD 1280×800 وبلوتوث وكاميرا مزدوجة وجي ام اس وواي فاي وجوجل من سي سي جي واي كيو (اسود),"Tablet Android 16 10 Inch 12GB RAM+64GB ROM/ 1TB Expandable, 1280 * 800 HD Touch Screen, 5G WiFi6 BT 5.0, 2 in 1 Tab with Keyboard Case Mouse Stylus (Pink)",408.88,62.99,236.21,172.67,73.1,0.25
ريلمي هاتف ذكي C100i 4G ثنائي شرائح الاتصال بذاكرة RAM 4GB وذاكرة تخزين 128GB وكاميرا ذكاء اصطناعي سريع الاداء ثنائي شرائح الاتصال اندرويد (ارجواني داون),"Motorola Moto G 2025, 128GB + 4GB RAM, Forest Gray - Unlocked (Renewed)",529.0,124.59,467.21,61.79,13.22,0.25
تابلت هوت تابليت 10 انش اندرويد 15، ذاكرة RAM 12GB (4+8 توسيع) + روم 64GB، كاميرا مزدوجة 2+8MP، بطارية 6000mAh (تابلت + حافظة + قلم ستايلس) (ازرق),"aiprotablet Tablet 10 inch Android 15 Tablets, 12GB RAM 64GB ROM 1TB Expand, Quad-Core Processor, 1280x800 LCD Touch Screen, WiFi 5, Dual Camera, BT5.0, 6000mAh Battery (Blue)",301.28,57.94,217.27,84.0,38.66,0.24
تابلت اندرويد 16 مطور 2026 من تابوي 11 انش، شاشة FHD 1920x1200 | ذاكرة RAM 24GB + ذاكرة روم 256GB، ثنائي 4G LTE + 5G واي فاي، ثماني النواة، بطارية 8000mAh، كاميرا 16MP + 8MP، جيميني AI,"10 inch Tablet with Keyboard - Android 16 Tablet with 24GB+256GB+2TB Expand | 2026 Gemini AI Tablet PC with 8-Core, 5G WiFi, 8000mAh, GMS, GPS, 2-in-1 Electronic Tablet with Case, Mouse, Stylus (Black)",678.99,129.99,487.46,191.53,39.29,0.24
تابلت اندرويد 10.1 بوصة من سي جي واي كيو، ذاكرة RAM سعة 6 جيجابايت وسعة تخزين 128 جيجابايت، شاشة IPS 1280×800، واي فاي ثنائي النطاق، GPS، ثنائي شرائح الاتصال، بلوتوث، شبكة 5G، شاشة تعمل باللمس (أسود),"Tablet Android 16 10 Inch 12GB RAM+64GB ROM/ 1TB Expandable, 1280 * 800 HD Touch Screen, 5G WiFi6 BT 5.0, 2 in 1 Tab with Keyboard Case Mouse Stylus (Pink)",428.88,62.99,236.21,192.67,81.57,0.24
هاتف ذكي سامسونج جالكسي ام 13 LTE بنظام تشغيل اندرويد، وذاكرة تخزين 64 GB، وذاكرة RAM 4 GB، ثنائي شرائح الاتصال، باللون الازرق الفاتح (اصدار المملكة العربية السعودية)، ازرق فاتح,"Samsung Galaxy A17 5G A176 Dual Sim 4GB RAM 128GB - Black - 128, W129189135 (4GB RAM 128GB - Black - 128 GB)",719.01,204.5,766.88,-47.87,-6.24,0.24
فيفو واي 11 5G (ذهبي، 4+4GB RAM، 128GB) 6500mAh، شاحن 44 واط | 120 هرتز| تصنيف IP65 | ان اف سي | شريط رقبة حصري، ضمان 24 شهر وحماية شاشة لمدة 6 اشهر,"Motorola Moto G 5G 2024, 128GB + 4GB RAM, Sage Green - Unlocked (Renewed)",799.95,117.99,442.46,357.49,80.79,0.24
سامسونج تابلت جالكسي تاب A9 4G LTE (64GB، 4GB، شبكة خلوية) 8.7 انش، ثماني النواة (6 نانومتر)، مكبرات صوت مزدوجة (نموذج عالمي مفتوح بالكامل للولايات المتحدة والعالمية) X115 (مع شاحن سريع 15 واط، جرافيت),"Samsung Galaxy Tab A11 WiFi Model (International Version), 8.7 inches, 64GB + 4GB with Model Number SM-X133 (Gray)",810.85,136.99,513.71,297.14,57.84,0.24
تابلت اندرويد 10.1 انش ثنائي شرائح الاتصال بذاكرة RAM 6GB وذاكرة روم 128GB وشاشة لمس IPS HD 1280×800 وبطارية 4000mAh وبلوتوث وكاميرا مزدوجة وجي ام اس وواي فاي من سي جي واي كيو (رمادي),"Tablet Android 16 10 Inch 12GB RAM+64GB ROM/ 1TB Expandable, 1280 * 800 HD Touch Screen, 5G WiFi6 BT 5.0, 2 in 1 Tab with Keyboard Case Mouse Stylus (Pink)",398.88,62.99,236.21,162.67,68.86,0.24
"حافظة حماية من جيتك لآيباد إير 3 10.5 و آيباد برو 10.5، غطاء مصنوع من PC و PU باللون الأسود | Cover for iPad Pro 10.5&quot; 2017, iPad Air 2019 Model, Translucent Back, Tri-Fold Stand, Auto Wake/Sleep, Shockproof","MoKo for iPad (A16) 11th Generation Case, iPad 10th Gen Case, Navy Blue | For iPad 11/10.9 Inch Case 2025/2022, Slim Stand Hard PC Translucent Back Shell Smart Cover,Support Touch ID,Auto Wake/Sleep ClimatePartner certified",51.99,9.95,37.31,14.68,39.34,0.24
"غطاء ايباد برو 13 بوصة من جيه اي تي موديل (2024) مع حامل قلم، غطاء خلفي شفاف مع مسند ظهر مضاد للصدمات وتنبيه وغلق شاشة تلقائي (ستارلايت)، بولي يوريثين مقاوم للحرارة والبولي كربونات والبولي يوريثان | Cover for 2026/2025/2024 Model, Clear Back, Pencil Holder, Slim Shockproof Protection, Tri-Fold Stand, Auto Wake/Sleep","MoKo for iPad (A16) 11th Generation Case, iPad 10th Gen Case, Navy Blue | For iPad 11/10.9 Inch Case 2025/2022, Slim Stand Hard PC Translucent Back Shell Smart Cover,Support Touch ID,Auto Wake/Sleep ClimatePartner certified",69.99,9.95,37.31,32.68,87.58,0.23
تابلت اندرويد 15 مع كيبورد من رويكياي، تابلت 10 انش مع حافظة | 8GB + 32GB + 1TB موسع، شاشة لمس IPS 1280x800، واي فاي 5G 6، L1، بطارية طويلة العمر (اسود),Android Tablet 10 Inch Tablet With Case Stylus Android 15 Tablets 8GB RAM 32GB ROM Support 1TB Expansion 6000mah Battery 10.1&quot; IPS HD Touchscreen 2MP+8MP Dual Camera WIFI-6 Bluetooth5.0 Tablets,323.59,59.99,224.96,98.63,43.84,0.23
هاتف هونر X5c بلس ثنائي شرائح الاتصال بذاكرة روم 128GB وذاكرة RAM 4GB (جي اس ام فقط | بدون سي دي ام ايه) هاتف ذكي 4G/LTE غير مغلق من المصنع (أسود ميدنايت) - إصدار عالمي,"Motorola Moto G 2025, 128GB + 4GB RAM, Forest Gray - Unlocked (Renewed)",529.0,124.59,467.21,61.79,13.22,0.23
جهاز ريدمي باد 2 9.7 فضي 4GB RAM 128GB واي فاي غطاء العلبة | شاشة 2 كيه 129 هرتز فائقة الوضوح، سناب دراجون® 6s الجيل الثاني، مدعوم من شاومي HyperOS 3 - الإصدار العالمي,"Motorola Moto G 2025, 128GB + 4GB RAM, Forest Gray - Unlocked (Renewed)",609.0,124.59,467.21,141.79,30.35,0.23
سامسونج جالكسي تاب اكتيف برو 10.1 انش 64 جيجا/4 جيجا، الجيل الرابع ال تي اي، اسود - SM-T545,Samsung Galaxy Tab Active5 Pro 10.1&quot; SM-X356B 128GB 6GB Factory Unlocked WiFi + 5G LTE Cellular Rugged Tablet - International Version (Green),749.0,699.5,2623.12,-1874.12,-71.45,0.23
تكنو سبارك جو 3 4+4GB RAM 64GB 5000mAH 4G بطارية اورورا ارجواني,"Motorola Moto G Power 2022, 64GB + 4GB RAM, Dark Grove - Unlocked (Renewed)",489.0,83.99,314.96,174.04,55.26,0.23
تابلت اندرويد 15، تابلت 11 انش مع معالج ثماني النواة، ذاكرة RAM 12GB + 128GB ROM 1TB، قابل للتوسيع وايدفاين L1، بطارية 8000mAh، واي فاي ثنائي التردد 2.4/5GHz وGPS/راديو اف ام، كاميرات 5/8MP,"Tablet 11 Inch, Android 16 Tablet, Gray | Octa-Core, 20GB RAM + 128GB ROM, 1TB Expandable, 90Hz IPS Touchscreen, 8800mAh, WiFi 6, BT 5.2, GPS, Dual Camera",489.79,74.79,280.46,209.33,74.64,0.23
قلم ايباد A8 من ميتابين لجهاز ابل 2018+، شحن سريع مرتين ودقة 0.1 ملم | هيكل معدني، قلم ابل مع رفض مغناطيسي لراحة اليد لايباد A16/11-6، برو 32.8/27.9/33 سم M4، اير 3/4/5/M2/M3/M4، ميني 5/6,"Apple iPad Pro (11-inch, Wi-Fi, 64GB) - Space Gray (2018) (Renewed)",63.99,265.0,993.75,-929.76,-93.56,0.23
