asin,product_title,product_price,product_original_price,currency,product_star_rating,product_num_ratings,product_url,product_photo,product_num_offers,product_minimum_offer_price,is_best_seller,is_amazon_choice,is_prime,climate_pledge_friendly,sales_volume,delivery,has_variations,coupon_text,product_badge,product_availability,book_format,product_byline,price_missing,has_discount
B0GN2Q38ZL,لابتوب ألعاب 15 15.6 بوصة 144 هرتز، FHD (1920*1080)، إنتل كور i7 1240H، رام 16 جيجا، تخزين 512GB NVMe PCIe SSD جيل رابع، إنفيديا GeForce RTX 5050 8GB GDDR7، ويندوز 11 هوم بلس من ام اس اي، أسود شفاف,,,SAR,,0,https://www.amazon.sa/dp/B0GN2Q38ZL,https://m.media-amazon.com/images/I/71BO6aGgmsL._AC_UL960_QL65_.jpg,1,,False,False,False,False,,توصيل مجاني غداً، 11 سبتمبرأو توصيل أسرع غداً 1 م,False,,,,,,True,False
B0FM8VC248,لابتوب العاب فيكتوس انفيديا جيفورس 15.6 بوصة RTX 4050 AMD رايزن 7 7445HS رام 16 جيجابايت SSD سعة 512 جيجابايت ويندوز 11 هوم كيبورد انجليزي من اتش بي,,,SAR,4.3,138,https://www.amazon.sa/dp/B0FM8VC248,https://m.media-amazon.com/images/I/61xa231Ma0L._AC_UL960_QL65_.jpg,1,,False,False,False,False,,توصيل مجاني سبتمبر 17 - 19يشحن من خارج السعودية,False,,,,,,True,False
B0FSLB9KN7,لابتوب فيفو بوك 15.6 بوصة FHD X1504VA-BQ575W بمعالج انتل كور 5 120U (10 نواة)، رام 16GB DDR4 وذاكرة مستديمة 512GB M.2 وكاميرا HD، 1.7 كجم، ويندوز 11، كيبورد عربي-إنجليزي فضي,,,SAR,3.7,6,https://www.amazon.sa/dp/B0FSLB9KN7,https://m.media-amazon.com/images/I/718PiEKJHTL._AC_UL960_QL65_.jpg,1,,False,False,False,False,,,False,,,,,,True,False
B0G3PVV45D,كولبي لابتوب بشاشة 15.6 انش FHD IPS 1080P وذاكرة RAM 16GB وSSD 512GB ومعالج 6500Y يدعم واي فاي 2.4G/5G Hz وبلوتوث,,,SAR,4.6,18,https://www.amazon.sa/dp/B0G3PVV45D,https://m.media-amazon.com/images/I/71OkLQm5e4L._AC_UL960_QL65_.jpg,1,,False,False,False,False,,توصيل مجاني سبتمبر 20 - 21يشحن من خارج السعودية,False,,,,,,True,False
B0FR56L7DX,اسس لابتوب فيفوبوك 15 OLED بمعالج انتل كور i9-13900H وذاكرة RAM 16GB وSSD 1TB وشاشة OLED مقاس 15.6 انش 2.8K وويندوز 11، اسود اندي [X1505VA-MA897W],,,SAR,4.2,3,https://www.amazon.sa/dp/B0FR56L7DX,https://m.media-amazon.com/images/I/713iL60vRHL._AC_UL960_QL65_.jpg,1,,False,False,False,False,,توصيل مجاني سبتمبر 17 - 19يشحن من خارج السعودية,False,,,,,,True,False
B0G8J2M6MJ,لابتوب برو بوك 640 G7 مقاس 14 بوصة من اتش بي | معالج انتل كور i5-10310U | ذاكرة رام 8 جيجابايت | ذاكرة SSD 256 جيجابايت | بطاقة رسومات انتل UHD (مجدد),,,,2.5,25,https://www.amazon.sa/dp/B0G8J2M6MJ,https://m.media-amazon.com/images/I/518z4I5WWGL._AC_UL960_QL65_.jpg,1,,False,False,False,False,,,False,,,,,,True,False
B0BBFQC79M,لابتوب من ديل، بمعالج انتل، شاشة 15.6 إنش، وذاكرة رام 16 جيجابايت,,,SAR,3.5,3,https://www.amazon.sa/dp/B0BBFQC79M,https://m.media-amazon.com/images/I/71syOCmcdWL._AC_UL960_QL65_.jpg,1,,False,False,False,False,,توصيل مجاني سبتمبر 14 - 15أو توصيل أسرع الأحد، 13 سبتمبرتبقى 2 فقط - اطلبه الآن.,False,,,تبقى 2 فقط - اطلبه الآن.,,,True,False
B0H5JT88B4,لابتوب 15 بوصة (إصدار 8)|10 كور كوبايلوت+كمبيوتر بشاشة لمس 120Hz سناب دراجون X2 اليت رام 16GB وقرص 512GB SSD من مايكروسوفت سيرفس، إصدار المملكة العربية السعودية (مصدر الطاقة منفصل)، فضي (Platinum),,,SAR,,0,https://www.amazon.sa/dp/B0H5JT88B4,https://m.media-amazon.com/images/I/71YONKxYKDL._AC_UL960_QL65_.jpg,1,,False,False,False,False,,توصيل مجاني غداً، 11 سبتمبرأو توصيل أسرع غداً 1 متبقى 3 فقط -- (سيتوفر المزيد قريباً).,True,,,تبقى 3 فقط -- (سيتوفر المزيد قريباً).,,,True,False
B09C65Y9PW,لابتوب روج ستريكس جي 16بوصة FHD+ 165 هرتز ومعالج انتل كورi7 14650HX وبطاقة انفيديا RTX5060(8 جيجابايت DDR7)ورام 16 جيجاDDR5 وهارد 1تيرا بمنفذPCIe 4.0 وإضاءة RGB وكاميراFHD، ويندوز 11، رمادي، 2.65 كجم,,,SAR,,0,https://www.amazon.sa/dp/B09C65Y9PW,https://m.media-amazon.com/images/I/51WNuS8W9uL._AC_UL960_QL65_.jpg,1,,False,False,False,False,,توصيل مجانيغير متوفر مؤقتاً.,False,,,,,,True,False
B0H3P9JQDQ,HP لابتوب برو بوك 460 G11 للاعمال 2026، شاشة 16 انش 1920x1200 IPS، انتل 12 كور الترا 7 155U، 24GB DDR5، 1TB SSD، ويندوز 11 برو، كيبورد باضاءة خلفية، واي فاي 6E، بلوتوث 5.3، كاميرا FHD 1080p، فضي,,,SAR,1.0,1,https://www.amazon.sa/dp/B0H3P9JQDQ,https://m.media-amazon.com/images/I/61GjjvsmhKL._AC_UL960_QL65_.jpg,1,,False,False,False,False,,توصيل بـ‏12 ريال الأحد، 13 سبتمبرتبقى 1 فقط - اطلبه الآن.,False,,,تبقى 1 فقط - اطلبه الآن.,,,True,False
B0FXX37Z1V,لابتوب اومني بوك 5 AI 16-af1003nx 16 بوصة 2K، معالج انتل كور الترا 7-255U، معالج رسومات انتل ذاكرة رام 16 جيجابايت قرص تخزين سعة 1 تيرابايت نظام تشغيل ويندوز 11 هوم من اتش بي فضي C20VYEA,,,SAR,4.7,6,https://www.amazon.sa/dp/B0FXX37Z1V,https://m.media-amazon.com/images/I/71D7bYcJ-iL._AC_UL960_QL65_.jpg,1,,False,False,False,False,,,False,,,,,,True,False
B0FY61RW6T,لابتوب 16 انش IPS FHD، ذاكرة RAM 16GB وSSD 512GB AMD رايزن 5 3500U (4C/8T، 2.0-3.7GHz) راديون فيجا 8 للطلاب مع كاميرا ويب 2MP وبصمة اصبع وكيبورد باضاءة خلفية ولوحة ارقام للمكتب والمنزل والدراسة,,,SAR,2.0,2,https://www.amazon.sa/dp/B0FY61RW6T,https://m.media-amazon.com/images/I/61O9JXmxEvL._AC_UL960_QL65_.jpg,1,,False,False,False,False,,,False,,,,,,True,False
B0GR1B4B23,لابتوب آبل ماك بوك برو 2026 بشريحة M5 برو و15 وحدة معالجة مركزية و16 وحدة لمعالجة الرسومات مصمم خصيصًا للذكاء الاصطناعي، شاشة ليكويد ريتينا XDR مقاس 14.2 بوصة، ذاكرة موحدة 24GB، تخزين SSD 1TB، لون,,,SAR,5.0,3,https://www.amazon.sa/dp/B0GR1B4B23,https://m.media-amazon.com/images/I/61yZHqYzd2L._AC_UL960_QL65_.jpg,1,,False,False,False,False,,توصيل مجاني غداً، 11 سبتمبرأو توصيل أسرع غداً 1 م,False,,,,,,True,False
B0FGGNLY2L,"ايسر لابتوب سويفت جو 16 انش OLED SFG16-72-5844 الترا 5 125H 8GB RAM 512GB SSD | Intel Evo AI certified, 3200x2000 resolution, 120Hz refresh rate display, Windows 11 Home, WiFi 6E, USB-C port",,,SAR,4.0,12,https://www.amazon.sa/dp/B0FGGNLY2L,https://m.media-amazon.com/images/I/61++gUuiWLL._AC_UL960_QL65_.jpg,1,,False,False,False,False,,توصيل مجاني سبتمبر 29 - 30يشحن من خارج السعودية,False,,,,,,True,False
B0FCLXSRNB,لابتوب إتش بي أومني بوك ٥ فليب ٢ في ١، شاشة لمس 14 بوصة FHD+، معالج انتل كور 150U، معالج رسوميات انتل، ذاكرة ١٦ جيجا DDR5، سعة ٥١٢ جيجا SSD، مساعد كوبايلوت، كيبورد بإضاءة، ويندوز ١١ برو، لون فضي,,,SAR,4.4,39,https://www.amazon.sa/dp/B0FCLXSRNB,https://m.media-amazon.com/images/I/61bNdlbL3wL._AC_UL960_QL65_.jpg,3,,False,False,False,False,,توصيل مجاني سبتمبر 22 - 23يشحن من خارج السعودية,False,,,,,,True,False
B0D1TSVF4Y,لابتوب من جي واي اكس-كاوسن، شاشة 15.6 إنش، وذاكرة رام 16 جيجابايت، مع شاشة ثانوية تعمل باللمس,,,SAR,5.0,1,https://www.amazon.sa/dp/B0D1TSVF4Y,https://m.media-amazon.com/images/I/61zGtyn+aVL._AC_UL960_QL65_.jpg,1,,False,False,False,False,,توصيل بـ‏10 ريال الأحد، 4 أكتوبريشحن من خارج السعودية,True,,,,,,True,False
B0F5ZMLD51,MSI لابتوب العاب تيتان 18 HX AI A2XWJG 18 انش UHD+ صغير LED 120Hz - كور بلاك، انتل كور الترا 9 285HX 2.1GHz؛ انفيديا جيفورس RXT 5090 GPU 24GB GDDR7؛ 64GB DDR5 RAM؛ 2×2TB NVMe SSD,,,SAR,4.8,7,https://www.amazon.sa/dp/B0F5ZMLD51,https://m.media-amazon.com/images/I/51R7WMCsXKL._AC_UL960_QL65_.jpg,1,,False,False,False,False,,توصيل مجاني سبتمبر 22 - 23يشحن من خارج السعودية,False,,,,,,True,False
B0C78KWS3Y,لابتوب من اتش بي، بمعالج إنتل، شاشة 15.6 إنش، وذاكرة رام 16 جيجابايت,,,SAR,4.1,12,https://www.amazon.sa/dp/B0C78KWS3Y,https://m.media-amazon.com/images/I/61FvG1So3JL._AC_UL960_QL65_.jpg,1,,False,False,False,False,,توصيل مجاني الأحد، 13 سبتمبر,False,,,,,,True,False
B0CX8XTYRH,حامل أجهزة إلكترونية محمول من سكاي-تاتش متوافق مع لابتوبات، قابل للتعديل والطي ومحمول، مصنوع من ABS وسيليكون، نيو فضي,25.9,25.9,SAR,4.3,1154,https://www.amazon.sa/dp/B0CX8XTYRH,https://m.media-amazon.com/images/I/71U4o39EzxL._AC_UL960_QL65_.jpg,1,25.9,False,False,False,False,تم شراء 500+ سلعة في الشهر الماضي,توصيل مجاني غداً، 11 سبتمبر على طلبك الأول.أو توصيل أسرع اليوم 6:13 م,False,,,,,,False,False
B0FWKK7D8Q,موتورولا G06 4G، 4+8GB RAM بوست، ذاكرة روم 128GB، ام تي كيه هيليو G81 اكستريم، شاشة 6.9 انش فائقة الدقة 120 هرتز، اندرويد 15، بانتون تيندريل,449.0,449.0,SAR,4.2,37,https://www.amazon.sa/dp/B0FWKK7D8Q,https://m.media-amazon.com/images/I/61byyl8pgLL._AC_UL960_QL65_.jpg,3,440.0,False,False,False,False,تم شراء 50+ سلعة في الشهر الماضي,توصيل مجاني اليوم 6:13 م,True,,,,,,False,False
B0FSZPJ2WQ,زد تي اي بليد A35e، شاشة HD 6.55 بوصة، ذاكرة رام 2+4 جيجابايت، 64 جيجابايت، شريحتين اتصال، شبكة الجيل الرابع، رمادي فضي,319.0,319.0,SAR,4.0,23,https://www.amazon.sa/dp/B0FSZPJ2WQ,https://m.media-amazon.com/images/I/51yJZ99zrnL._AC_UL960_QL65_.jpg,1,319.0,False,False,False,False,تم شراء 100+ سلعة في الشهر الماضي,توصيل مجاني غداً، 11 سبتمبرأو توصيل أسرع غداً 1 م,False,,,,,,False,False
B0FSZMBQWK,زد تي اي جوال A35e ثنائي شرائح الاتصال بذاكرة رام 2+4 جيجابايت وذاكرة داخلية 64 جيجابايت ويدعم تقنية 4G من بليد - اصدار الشرق الاوسط,309.0,309.0,SAR,3.6,4,https://www.amazon.sa/dp/B0FSZMBQWK,https://m.media-amazon.com/images/I/51BE+HW09PL._AC_UL960_QL65_.jpg,1,309.0,False,False,False,False,تم شراء 50+ سلعة في الشهر الماضي,توصيل مجاني غداً، 11 سبتمبرأو توصيل أسرع غداً 1 م,False,,,,,,False,False
B0CKMZDD26,هاتف خلوي من نوكيا نوكيا 105 بشريحتين فحمي,99.0,99.0,SAR,3.8,107,https://www.amazon.sa/dp/B0CKMZDD26,https://m.media-amazon.com/images/I/61b1FzgnxmL._AC_UL960_QL65_.jpg,3,98.0,False,False,False,False,تم شراء 100+ سلعة في الشهر الماضي,توصيل مجاني غداً، 11 سبتمبر على طلبك الأول.أو توصيل أسرع غداً 1 م,False,,,,,,False,False
B0H2BDP7BP,A100Cs Could White 2+4GB RAM 64GB 4G - اصدار الشرق الاوسط,319.0,319.0,SAR,3.1,9,https://www.amazon.sa/dp/B0H2BDP7BP,https://m.media-amazon.com/images/I/51xY4FCPkYL._AC_UL960_QL65_.jpg,1,319.0,False,False,False,False,تم شراء 50+ سلعة في الشهر الماضي,توصيل مجاني غداً، 11 سبتمبرأو توصيل أسرع اليوم 6:13 م,False,,,,,,False,False
B0H2BNG8W7,A100Cs اسود طبيعي 2+4 جيجا رام 64 جيجا 4G - اصدار الشرق الاوسط,319.0,319.0,SAR,3.0,1,https://www.amazon.sa/dp/B0H2BNG8W7,https://m.media-amazon.com/images/I/51pwJ3bENEL._AC_UL960_QL65_.jpg,1,319.0,False,False,False,False,تم شراء 50+ سلعة في الشهر الماضي,توصيل مجاني غداً، 11 سبتمبرأو توصيل أسرع غداً 1 م,False,,,,,,False,False
B0FNCYB5N1,جوال سامسونج جالكسي A17 ال تي اي، ثنائي شرائح اتصال، سعة 128 جيجا توسع حتى 2 تيرا، اندرويد 14 وذاكرة رام 4 جيجابايت، معالج اكسينوس وشاشة اموليد 6.7 بوصة بدقة 1080x2220، معدل تحديث 90 هرتز، لون أسود,618.0,618.0,SAR,4.4,219,https://www.amazon.sa/dp/B0FNCYB5N1,https://m.media-amazon.com/images/I/61Ni-LageEL._AC_UL960_QL65_.jpg,1,618.0,False,False,False,False,تم شراء 100+ سلعة في الشهر الماضي,توصيل مجاني غداً، 11 سبتمبرأو توصيل أسرع غداً 1 م,True,,,,,,False,False
B0GS1SB8ZT,موتورولا G77 5G 8+16GB RAM بوست، ذاكرة روم 256GB، كاميرا فائقة الدقة 108MP تعمل بواسطة موتو ايه اي، ميديا تيك ديمنستي 6400، شاشة اكستريم اموليد 6.8 انش 120 هرتز، بانتون مظلل التنوب,858.0,858.0,SAR,4.0,14,https://www.amazon.sa/dp/B0GS1SB8ZT,https://m.media-amazon.com/images/I/81WNozGvUrL._AC_UL960_QL65_.jpg,1,858.0,False,False,False,False,تم شراء 50+ سلعة في الشهر الماضي,توصيل مجاني غداً، 11 سبتمبرأو توصيل أسرع غداً 1 م,True,,,,,,False,False
B0GMRVWWM2,اتش تي سي وايلدفاير E5 ايليت اسود، تخزين 256GB، ذاكرة RAM 6+12GB، بطارية تدوم طويلا 7000mAh، ثنائي شرائح الاتصال 4G (اصدار المملكة العربية السعودية - ضمان لمدة عامين),509.0,599.0,SAR,1.6,3,https://www.amazon.sa/dp/B0GMRVWWM2,https://m.media-amazon.com/images/I/6190wbu90QL._AC_UL960_QL65_.jpg,1,509.0,False,False,False,False,,توصيل مجاني غداً، 11 سبتمبرأو توصيل أسرع غداً 1 م,False,,,,,,False,True
B08PNH6XNT,جوال ايفون 12 ميني من ابل (64 جيجابايت) - لون أزرق (مجدد),650.0,650.0,SAR,2.4,229,https://www.amazon.sa/dp/B08PNH6XNT,https://m.media-amazon.com/images/I/71h79A7wE1L._AC_UL960_QL65_.jpg,1,650.0,False,False,False,False,,توصيل مجاني سبتمبر 16 - 17يشحن من خارج السعودية,True,,,,,,False,False
B0G5ZP8Y75,جوال ريدمي نوت 15 شبكة الجيل الخامس 5G ثنائي شرائح الاتصال بذاكرة رام 8 جيجابايت وذاكرة داخلية 256 جيجابايت - النسخة العالمية,978.9,978.9,SAR,3.6,38,https://www.amazon.sa/dp/B0G5ZP8Y75,https://m.media-amazon.com/images/I/61tsEdci4EL._AC_UL960_QL65_.jpg,1,978.9,False,False,False,False,تم شراء 100+ سلعة في الشهر الماضي,توصيل مجاني اليوم 6:13 م,True,,,,,,False,False
B0H612FV7C,جوال هونر ذكي X7e بطارية سيليكون كربون وشريحتين وشحن فائق 45 واط وشاشة 120Hz وكاميرا 50MP مدعومة بالذكاء الاصطناعي، بتصنيف IP64 لمقاومة المياه والغبار، ذاكرة رام 6GB وذاكرة تخزين 128GB، لون أزرق فاتح,645.5,849.0,SAR,3.9,5,https://www.amazon.sa/dp/B0H612FV7C,https://m.media-amazon.com/images/I/51A54GsR3JL._AC_UL960_QL65_.jpg,1,645.5,False,False,False,False,,توصيل مجاني اليوم 6:13 م,True,,,,,,False,True
B0GSF4V8LM,"جوال ريدمي A7 برو من شاومي، ذاكرة وصول عشوائي 4 جيجابايت وذاكرة قراءة 128 جيجابايت، أزرق (Mist Blue) | 800nits Super Sunlight Display, 120Hz High Refresh Rate",448.0,448.0,SAR,4.0,23,https://www.amazon.sa/dp/B0GSF4V8LM,https://m.media-amazon.com/images/I/61KM1VBlEoL._AC_UL960_QL65_.jpg,1,448.0,False,False,False,False,,توصيل مجاني اليوم 6:13 م,True,,,,,,False,False
B0FLDHTQY4,جوال جالكسي ذكي A07 LTE بنظام أندرويد وذاكرة تخزين 64GB وذاكرة رام 4GB و6x تحديثات نظام التشغيل مع شاشة كبيرة ومعالج 6nm من سامسونج، أخضر (إصدار المملكة العربية السعودية),449.99,449.99,SAR,4.2,241,https://www.amazon.sa/dp/B0FLDHTQY4,https://m.media-amazon.com/images/I/61kjYICHEgL._AC_UL960_QL65_.jpg,1,449.99,False,False,False,False,تم شراء 100+ سلعة في الشهر الماضي,توصيل مجاني الأحد، 13 سبتمبرتبقى 1 فقط - اطلبه الآن.,True,,,تبقى 1 فقط - اطلبه الآن.,,,False,False
B0GZHY8DB5,ريلمي هاتف ذكي C100i 4G ثنائي شرائح الاتصال بذاكرة RAM 4GB وذاكرة تخزين 128GB وكاميرا ذكاء اصطناعي سريع الاداء ثنائي شرائح الاتصال اندرويد (ارجواني داون),529.0,529.0,SAR,,0,https://www.amazon.sa/dp/B0GZHY8DB5,https://m.media-amazon.com/images/I/61NsCpwCj7L._AC_UL960_QL65_.jpg,1,529.0,False,False,False,False,,توصيل مجاني اليوم 6:13 م,False,,,,,,False,False
B0G1KS6PNH,جوال ذكي اي تيل 4G A100c، ذاكرة تخزين 64 جيجابايت، اندرويد 14، ذاكرة رام 2 جيجابايت، يونيسوك T7100، شاشة LCD IPS مقاس 6.6 بوصة، دقة 1570x720، معدل تحديث 90 هرتز,359.0,359.0,SAR,4.1,12,https://www.amazon.sa/dp/B0G1KS6PNH,https://m.media-amazon.com/images/I/61kw3jzQ5JL._AC_UL960_QL65_.jpg,1,359.0,False,False,False,False,,توصيل مجاني غداً، 11 سبتمبرأو توصيل أسرع اليوم 6:13 م,False,,,,,,False,False
B0FKZNVTVQ,"جوال ريدمي 15 شبكة الجيل الخامس 5G ثنائي شرائح الاتصال 8 جيجابايت وذاكرة داخلية 256 جيجابايت - إصدار عالمي، لون تيتان جراي | Immersive 6.9” FHD+ Display, 50MP AI Dual Camera System - Global Version",849.99,909.0,SAR,4.3,212,https://www.amazon.sa/dp/B0FKZNVTVQ,https://m.media-amazon.com/images/I/6124ZneXwVL._AC_UL960_QL65_.jpg,1,849.99,False,False,False,False,تم شراء 50+ سلعة في الشهر الماضي,توصيل مجاني غداً، 11 سبتمبرأو توصيل أسرع غداً 1 م,True,,,,,,False,True
B0D8PYVHT3,جوال نوكيا 215 4G شبكة الجيل الرابع اصدار عام 2024، دي اس، لون خوخي,140.0,149.0,SAR,3.9,20,https://www.amazon.sa/dp/B0D8PYVHT3,https://m.media-amazon.com/images/I/71UflMMtlCL._AC_UL960_QL65_.jpg,1,140.0,False,False,False,False,,توصيل مجاني غداً، 11 سبتمبرأو توصيل أسرع غداً 1 م,False,,,,,,False,True
B0FDGDXKRG,جوال ماكس صغير غير مقفل في العالم بشاشة لمس HD مقاس 3 انش من بي ال كيه اي، هاتف ذكي صغير يعمل بنظام اندرويد للاطفال والطلاب، ثنائي شرائح الاتصال ثنائي شرائح الاتصال، lD2GB+16GB، ازرق,174.04,232.0,SAR,3.6,259,https://www.amazon.sa/dp/B0FDGDXKRG,https://m.media-amazon.com/images/I/61a7Sjos94L._AC_UL960_QL65_.jpg,1,174.04,False,False,False,False,,توصيل بـ‏56.96 ريال الاثنين، 5 أكتوبريشحن من خارج السعودية,True,,,,,,False,True
B0FMY6MXR3,هاتف شاومي ريدمي 15C الذكي 8+256 جيجابايت، برتقالي توايلايت، بطارية 6000mAh | شاشة 120 هرتز 6.9 بوصة، تصميم أنيق، كاميرا مزدوجة بتقنية الذكاء الاصطناعي 50 ميجابكسل، شحن سريع 33 واط - إصدار عالمي,669.0,669.0,SAR,3.4,108,https://www.amazon.sa/dp/B0FMY6MXR3,https://m.media-amazon.com/images/I/7102U2593VL._AC_UL960_QL65_.jpg,1,669.0,False,False,False,False,,توصيل مجاني غداً، 11 سبتمبرأو توصيل أسرع غداً 1 م,True,,,,,,False,False
B0GSZGYBR3,اونر هاتف ذكي 600 لايت 5G، ذاكرة RAM 8GB + تخزين 128GB، بطارية متينة 3180mAh، شاشة AMOLED 6.6 انش 120Hz، كاميرا ذكاء اصطناعي 108MP مع زر كاميرا، اطار معدني، مقاومة للماء IP66، ذهبي صحراوي,,,SAR,4.7,6,https://www.amazon.sa/dp/B0GSZGYBR3,https://m.media-amazon.com/images/I/71IAWTbsrUL._AC_UL960_QL65_.jpg,1,,False,False,False,False,تم شراء 50+ سلعة في الشهر الماضي,توصيل مجاني اليوم 6:13 م,True,,,,,,True,False
B0FY6T8GPM,هاتف HONOR X9d 5G، رام 12 جيجابايت+تخزين 256 جيجابايت، بطارية سيليكون كربون، كاميرا OIS 108 ميجابكسل، شاشة أموليد 6.79 بوصة 120 هرتز، شحن 66 واط، سناب دراجون 6 الجيل 4، بني محمر,,,SAR,4.3,49,https://www.amazon.sa/dp/B0FY6T8GPM,https://m.media-amazon.com/images/I/613o8wHBH+L._AC_UL960_QL65_.jpg,1,,False,False,False,False,تم شراء 500+ سلعة في الشهر الماضي,توصيل مجاني غداً، 11 سبتمبرأو توصيل أسرع غداً 1 م,True,,,,,,True,False
B0DG6JHQM8,نوكيا 3210 | ثنائي شرائح الاتصال | جي اس ام | غير مقفل | اصدار عالمي | لون اسود جرونج,209.0,209.0,SAR,3.5,167,https://www.amazon.sa/dp/B0DG6JHQM8,https://m.media-amazon.com/images/I/61TG7vZ7pjL._AC_UL960_QL65_.jpg,1,209.0,False,False,False,False,,توصيل بـ‏12 ريال سبتمبر 13 - 14تبقى 1 فقط - اطلبه الآن.,False,,,تبقى 1 فقط - اطلبه الآن.,,,False,False
B0H6127H6D,هاتف HONOR X7e، بطارية سيليكون كربون، شحن 45 واط، شاشة 120 هرتز، كاميرا 50 ميجابكسل ذكاء اصطناعي، مقاوم للماء IP64، رام 6 جيجابايت+تخزين 256 جيجابايت، شريحتين، أزرق فاتح,718.0,949.0,SAR,4.6,3,https://www.amazon.sa/dp/B0H6127H6D,https://m.media-amazon.com/images/I/51A54GsR3JL._AC_UL960_QL65_.jpg,6,717.0,False,False,False,False,,توصيل مجاني اليوم 6:13 م,True,,,,,,False,True
B0FQJQQ6MY,موتورولا جوال موتو G06 ثنائي شرائح الاتصال بذاكرة روم 256GB وذاكرة RAM 4GB (جي اس ام فقط | بدون سي دي ام ايه) هاتف ذكي 4G/LTE مفتوح من المصنع (بانتون تيندريل) - اصدار عالمي,489.0,489.0,SAR,4.0,31,https://www.amazon.sa/dp/B0FQJQQ6MY,https://m.media-amazon.com/images/I/817Db7vKQ2L._AC_UL960_QL65_.jpg,1,489.0,False,False,False,False,,توصيل مجاني اليوم 6:13 م,False,,,,,,False,False
B0CH9TMBJC,جوال نوكيا 106 NENA1 ثنائي شرائح الاتصال، ذاكرة رام 48 ميجابايت + ذاكرة روم 128 ميجابايت، (1.8 بوصة) (شبكة الجيل الثاني 2G) - (لون فحمي)، TA-1564 DS,112.5,112.5,SAR,3.6,221,https://www.amazon.sa/dp/B0CH9TMBJC,https://m.media-amazon.com/images/I/61qUjmxsgpL._AC_UL960_QL65_.jpg,4,99.0,False,False,False,False,تم شراء 50+ سلعة في الشهر الماضي,توصيل مجاني السبت، 12 سبتمبرأو توصيل أسرع غداً، 11 سبتمبرتبقى 1 فقط - اطلبه الآن.,False,,,تبقى 1 فقط - اطلبه الآن.,,,False,False
B09SGPV4LV,سامسونج موبايل SM-B315E ثنائي شرائح الاتصال اقل من 512 ميجابايت - ابيض,125.0,125.0,SAR,3.1,13,https://www.amazon.sa/dp/B09SGPV4LV,https://m.media-amazon.com/images/I/61HD8qEpK6L._AC_UL960_QL65_.jpg,1,125.0,False,False,False,False,,توصيل بـ‏11.97 ريال سبتمبر 14 - 15,False,,,,,,False,False
B0GGT5KYL9,جوال منزلق غير مقفل بشاشة HD 2.0 انش جي اس ام مع مكبر صوت عالي ومشغل ام بي 3 وام بي 4 وشحن من النوع سي للاطفال المسنين سهل الاستخدام من زوميوزي (ارجواني),196.03,196.03,SAR,1.0,2,https://www.amazon.sa/dp/B0GGT5KYL9,https://m.media-amazon.com/images/I/61H9BC3LjJL._AC_UL960_QL65_.jpg,1,196.03,False,False,False,False,,توصيل مجاني السبت، 12 سبتمبرأو توصيل أسرع غداً، 11 سبتمبر,True,,,,,,False,False
B0CQ2R1YFH,جوال ابل ايفون XR (128 جيجابايت) - لون ازرق (محدث),,,SAR,2.9,166,https://www.amazon.sa/dp/B0CQ2R1YFH,https://m.media-amazon.com/images/I/71xb2xkN5qL._AC_UL960_QL65_.jpg,1,,False,False,False,False,تم شراء 50+ سلعة في الشهر الماضي,توصيل مجاني السبت، 12 سبتمبرأو توصيل أسرع غداً، 11 سبتمبرتبقى 2 فقط - اطلبه الآن.,True,,,تبقى 2 فقط - اطلبه الآن.,,,True,False
B0G5ZFCZQ1,جوال ريدمي نوت 15 برو شبكة الجيل الخامس 5G ثنائي شرائح الاتصال + شريحة الكترونية وذاكرة رام 8GB وذاكرة داخلية 256GB، إصدار عالمي/لون ذهبي وتيتانيوم,,,SAR,5.0,3,https://www.amazon.sa/dp/B0G5ZFCZQ1,https://m.media-amazon.com/images/I/61dlZifiHQL._AC_UL960_QL65_.jpg,1,,False,False,False,False,,توصيل مجاني اليوم 6:13 م,True,,,,,,True,False
B08N5RQYNV,جوال بوكو C85 ثنائي شرائح الاتصال بذاكرة رام 6 جيجا وذاكرة داخلية 128 جيجابايت ويدعم تقنية 4G - إصدار دولي، أخضر,599.0,599.0,SAR,4.1,37,https://www.amazon.sa/dp/B08N5RQYNV,https://m.media-amazon.com/images/I/51ft5QxeynL._AC_UL960_QL65_.jpg,1,599.0,False,False,False,False,تم شراء 50+ سلعة في الشهر الماضي,توصيل مجاني اليوم 6:13 م,True,,,,,,False,False
B0H61H6Z9G,هاتف HONOR X7e، بطارية سيليكون كربون، شحن 45 واط، شاشة 120 هرتز، كاميرا 50 ميجابكسل ذكاء اصطناعي، مقاوم للماء IP64، رام 6 جيجابايت+تخزين 128 جيجابايت، شريحتين، برتقالي فاتح,695.0,849.0,SAR,3.9,5,https://www.amazon.sa/dp/B0H61H6Z9G,https://m.media-amazon.com/images/I/51U6fN4WQpL._AC_UL960_QL65_.jpg,2,629.1,False,False,False,False,تم شراء 50+ سلعة في الشهر الماضي,توصيل مجاني السبت، 12 سبتمبرأو توصيل أسرع غداً، 11 سبتمبر,True,,,,,,False,True
