asin,product_title,product_price,product_original_price,currency,product_star_rating,product_num_ratings,product_url,product_photo,product_num_offers,product_minimum_offer_price,is_best_seller,is_amazon_choice,is_prime,climate_pledge_friendly,sales_volume,delivery,has_variations,product_badge,product_availability,coupon_text,book_formats,unit_price,unit_count,book_format,product_byline,price_missing,has_discount,market,source,position,device_category
B0BN71VW28,"Apple iPhone 14, 128GB, Purple - Unlocked (Renewed)",300.21,300.21,USD,4.0,13577.0,https://www.amazon.com/dp/B0BN71VW28,https://m.media-amazon.com/images/I/61KXZ+vfu3L._AC_UY654_QL65_.jpg,29.0,277.66,False,False,False,False,2K+ bought in past month,"FREE delivery Sat, Sep 12",True,,,,,,,,,False,False,US,,,
B0FKKRW77S,BLU G35 | 2025 | Unlocked | 6.5” HD+ Infinity Display | Dual 8MP Camera + LED Flash 5MP Selfie Camera | 32GB/3GB I US Version | US Warranty | Grey,64.99,64.99,USD,3.1,464.0,https://www.amazon.com/dp/B0FKKRW77S,https://m.media-amazon.com/images/I/7124o-sbmzL._AC_UY654_QL65_.jpg,3.0,54.99,False,False,True,False,1K+ bought in past month,"Join Prime to get FREE delivery Today 5 PM - 10 PMOr Non-members get FREE delivery Tue, Sep 15",False,,,,,,,,,False,False,US,,,
B0FTG3Z4YT,Tracfone Moto g Play 2024 Prepaid Phone with a 1-Yr Plan Included | Prepaid Smartphone with Full YR Plan Included bundled with 1500 Min/Text/Data for365 days of service - Locked to Tracfone,49.99,49.99,USD,4.0,454.0,https://www.amazon.com/dp/B0FTG3Z4YT,https://m.media-amazon.com/images/I/710iglrpEkL._AC_UY654_QL65_.jpg,1.0,49.99,False,False,True,False,3K+ bought in past month,"Join Prime to get FREE delivery Today 7 AM - 11 AMOr Non-members get FREE delivery Tue, Sep 15",False,,,,,,,,,False,False,US,,,
B0FNS5XW5W,Motorola Moto G Stylus 5G | 2024 | Unlocked | Made for US 8/128GB | 50MP Camera | Caramel Latte,169.99,169.99,USD,4.4,3323.0,https://www.amazon.com/dp/B0FNS5XW5W,https://m.media-amazon.com/images/I/61LE9-6KxdL._AC_UY654_QL65_.jpg,2.0,146.18,False,False,True,False,1K+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15",True,,,,,,,,,False,False,US,,,
B08PP5MSVB,"Apple iPhone 12, 64GB, Black - Unlocked (Renewed)",186.0,186.0,USD,4.0,36239.0,https://www.amazon.com/dp/B08PP5MSVB,https://m.media-amazon.com/images/I/51fYXSnSu9L._AC_UY654_QL65_.jpg,35.0,167.75,False,False,False,False,4K+ bought in past month,"FREE delivery Sat, Sep 12Only 20 left in stock - order soon.",True,,Only 20 left in stock - order soon.,,,,,,,False,False,US,,,
B0BZFXBS38,"Panasonic Cordless Phone with Answering Machine, Advanced Call Block, Bilingual Caller ID and High-Contrast Display, Expandable System with 3 Handset Cordless Telephones - KX-TGD833M (Metallic Black)",77.99,87.99,USD,4.3,11684.0,https://www.amazon.com/dp/B0BZFXBS38,https://m.media-amazon.com/images/I/71isTHvtYoL._AC_UY654_QL65_.jpg,2.0,45.62,False,False,True,False,3K+ bought in past month,Join Prime to get FREE delivery Today 7 AM - 11 AMOr Non-members get FREE delivery Sep 16 - 21,False,Limited time deal,,,,,,,,False,True,US,,,
B0GMKRFK8G,"Samsung Galaxy A37 5G (2026), Unlocked Android Smartphone, 128GB, AMOLED Display, Triple Camera, IP68, Slim Phone, 5000mAh Battery, US Version, US 1 Yr Warranty, Awesome Lavender",429.99,429.99,USD,4.5,327.0,https://www.amazon.com/dp/B0GMKRFK8G,https://m.media-amazon.com/images/I/51PfnB-QHxL._AC_UY654_QL65_.jpg,2.0,344.83,False,False,True,False,500+ bought in past month,"Join Prime to get FREE delivery Today 5 PM - 10 PMOr Non-members get FREE delivery Tue, Sep 15",True,,,,,,,,,False,False,US,,,
B0BZG14KFJ,"Panasonic Cordless Phone with Answering Machine, Advanced Call Block, Bilingual Caller ID and High-Contrast Display, Expandable System with 2 Handset Cordless Telephones - KX-TGD832M (Metallic Black)",67.99,67.99,USD,4.3,11684.0,https://www.amazon.com/dp/B0BZG14KFJ,https://m.media-amazon.com/images/I/81nkYlfA5ZL._AC_UY654_QL65_.jpg,2.0,31.96,False,False,True,False,6K+ bought in past month,"Join Prime to get FREE delivery Today 7 AM - 11 AMOr Non-members get FREE delivery Tue, Sep 15",False,,,,,,,,,False,False,US,,,
B00FRSYS12,"VTech CS6719-2 2-Handset Cordless Phone with Caller ID/Call Waiting, Handset Intercom &amp; Backlit Display/Keypad, Silver",39.58,39.58,USD,4.4,39501.0,https://www.amazon.com/dp/B00FRSYS12,https://m.media-amazon.com/images/I/71HLNfFVCcL._AC_UY654_QL65_.jpg,7.0,25.93,False,False,True,False,4K+ bought in past month,"Join Prime to get FREE delivery Today 7 AM - 11 AMOr Non-members get FREE delivery Tue, Sep 15",False,,,,,,,,,False,False,US,,,
B086QB7WZ1,"AT&amp;T BL102-2 DECT 6.0 2-Handset Cordless Phone for Home with Answering Machine, Call Blocking, Caller ID Announcer, Audio Assist, Intercom, and Unsurpassed Range, Silver/Black",55.99,64.95,USD,4.2,33658.0,https://www.amazon.com/dp/B086QB7WZ1,https://m.media-amazon.com/images/I/81vjTHTF9WL._AC_UY654_QL65_.jpg,3.0,26.32,False,False,True,False,4K+ bought in past month,"Join Prime to get FREE delivery Today 7 AM - 11 AMOr Non-members get FREE delivery Tue, Sep 15",False,Limited time deal,,,,,,,,False,True,US,,,
B0F4RM7Y2L,"Apple iPhone 16e, 128GB, Black - Unlocked (Renewed)",386.35,386.35,USD,4.3,2065.0,https://www.amazon.com/dp/B0F4RM7Y2L,https://m.media-amazon.com/images/I/51H8+zCj2cL._AC_UY654_QL65_.jpg,33.0,349.99,False,False,True,False,4K+ bought in past month,"Join Prime to get FREE delivery Today 5 PM - 10 PMOr Non-members get FREE delivery Tue, Sep 15",True,,,,,,,,,False,False,US,,,
B09LNP1ZHT,"Apple iPhone 13, 128GB, Pink - Unlocked (Renewed)",274.0,274.0,USD,4.0,27711.0,https://www.amazon.com/dp/B09LNP1ZHT,https://m.media-amazon.com/images/I/516QZcrv+dL._AC_UY654_QL65_.jpg,24.0,262.65,False,False,False,False,1K+ bought in past month,"FREE delivery Sat, Sep 12Only 1 left in stock - order soon.",True,,Only 1 left in stock - order soon.,,,,,,,False,False,US,,,
B0GFWNZFFD,"Nothing Phone (4a) Pro Cell Phone 2026 New, Unlocked Android 16 Smartphone, Triple-Lens Camera, AI Photo Edits, 6.83&quot; 144Hz AMOLED Display, 5080mAh Battery, Dual-SIM Glyph Matrix (Sliver, 8+128GB)",499.0,499.0,USD,4.4,86.0,https://www.amazon.com/dp/B0GFWNZFFD,https://m.media-amazon.com/images/I/81wZGJM0zEL._AC_UY654_QL65_.jpg,2.0,449.7,False,False,True,False,200+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15",True,,,,,,,,,False,False,US,,,
B0FCJMPV9X,"Samsung Galaxy A16 5G 128GB Cell Phone, Unlocked Android Smartphone, Large AMOLED Display, Durable Design, Super Fast Charging, Expandable Storage, US Version, 2025, Blue Black (Renewed)",149.99,188.44,USD,3.8,842.0,https://www.amazon.com/dp/B0FCJMPV9X,https://m.media-amazon.com/images/I/71KGkQ+KOKL._AC_UY654_QL65_.jpg,15.0,119.99,False,False,False,False,2K+ bought in past month,"FREE delivery Sat, Sep 12Or fastest delivery Tomorrow, Sep 11",True,,,,,,,,,False,True,US,,,
B0DP5FW9QQ,Motorola Moto G Power - 2025 | Unlocked | Made for US 8/128GB | 50MP Camera | Slate Gray,199.99,299.99,USD,4.2,3679.0,https://www.amazon.com/dp/B0DP5FW9QQ,https://m.media-amazon.com/images/I/81wWRI0DmjL._AC_UY654_QL65_.jpg,6.0,162.11,False,False,False,False,1K+ bought in past month,FREE delivery Sep 16 - 21Or fastest delivery Sep 16 - 19,True,,,,,,,,,False,True,US,,,
B0DHJ896RY,"Apple iPhone 16 Pro Max, 256GB, Black Titanium - Unlocked (Renewed)",812.46,812.46,USD,4.2,3996.0,https://www.amazon.com/dp/B0DHJ896RY,https://m.media-amazon.com/images/I/51Vs7ZwpSpL._AC_UY654_QL65_.jpg,30.0,515.23,False,False,False,False,500+ bought in past month,"FREE delivery Sat, Sep 12Only 1 left in stock - order soon.",True,,Only 1 left in stock - order soon.,,,,,,,False,False,US,,,
B0FTC2PRVZ,"Apple iPhone 17 Pro Max, US Version, 256GB, eSIM, Cosmic Orange- Unlocked (Renewed)",,,USD,4.0,452.0,https://www.amazon.com/dp/B0FTC2PRVZ,https://m.media-amazon.com/images/I/61TiU+-lnBL._AC_UY654_QL65_.jpg,12.0,,False,False,False,False,300+ bought in past month,"FREE delivery Sat, Sep 12Or fastest delivery Tomorrow, Sep 11Only 2 left in stock - order soon.",True,,Only 2 left in stock - order soon.,,,,,,,True,False,US,,,
B0H12RV546,"Samsung Galaxy Z Fold8 Ultra Phone, 512GB, Graphite | Customized Processor, 5000 mAh Battery, Side-By-Side Multitasking, 12 GB Memory, 200MP Camera, Now Nudge, Photo Assist",,,USD,4.5,99.0,https://www.amazon.com/dp/B0H12RV546,https://m.media-amazon.com/images/I/518ueN+rmyL._AC_UY654_QL65_.jpg,1.0,,False,False,False,False,300+ bought in past month,"FREE delivery Tue, Sep 15Or fastest delivery Mon, Sep 14",True,Limited time deal,,,,,,,,True,False,US,,,
B0CTQDMHBH,"VTech Cordless Phone with DECT 6.0, Full-Duplex Speakerphone, Lighted Display, Backlit Keypad, Caller ID/Call Waiting, Volume Control, Hearing Aid Compatible, Wall Mount | VG131-11 (Black)",23.25,23.25,USD,4.3,2606.0,https://www.amazon.com/dp/B0CTQDMHBH,https://m.media-amazon.com/images/I/71nvHU94v5L._AC_UY654_QL65_.jpg,2.0,11.14,False,False,True,False,3K+ bought in past month,"Join Prime to get FREE delivery Today 7 AM - 11 AM on eligible ordersOr Non-members get FREE delivery Tue, Sep 15 on $35 of items shipped by Amazon",False,,,,,,,,,False,False,US,,,
B0C4Q796XC,"Samsung Galaxy S23+ Plus 5G, US Version, 256GB, Phantom Black - Unlocked (Renewed)",309.95,309.95,USD,4.1,2212.0,https://www.amazon.com/dp/B0C4Q796XC,https://m.media-amazon.com/images/I/51yz4TrDNdL._AC_UY654_QL65_.jpg,48.0,259.99,False,False,False,False,1K+ bought in past month,"FREE delivery Tomorrow, Sep 11",True,,,,,,,,,False,False,US,,,
B088NQXD8T,"Apple iPhone SE 2nd Generation, US Version, 64GB, Black - Unlocked (Renewed)",105.49,105.49,USD,4.2,22693.0,https://www.amazon.com/dp/B088NQXD8T,https://m.media-amazon.com/images/I/71Ta1OO00fL._AC_UY654_QL65_.jpg,32.0,84.99,False,False,True,False,2K+ bought in past month,"Join Prime to get FREE delivery Today 5 PM - 10 PMOr Non-members get FREE delivery Tue, Sep 15",True,,,,,,,,,False,False,US,,,
B09R1RKWPM,"AT&amp;T TRIMLINE 210 Corded Home Phone, No AC Power Required, Improved Easy-Wall-Mount, Lighted Big Button Keypad, 13 SpeedDial Keys, Last Number Redial, Mute, Flash, Volume Control, Beige",18.25,18.25,USD,4.2,23691.0,https://www.amazon.com/dp/B09R1RKWPM,https://m.media-amazon.com/images/I/513BOfWJrmL._AC_UY654_QL65_.jpg,2.0,14.52,False,False,True,False,1K+ bought in past month,"Join Prime to get FREE delivery Today 5 PM - 10 PM on eligible ordersOr Non-members get FREE delivery Tue, Sep 15 on $35 of items shipped by Amazon",False,,,,,,,,,False,False,US,,,
B0DPGBSKR2,"Samsung Galaxy S25+ Cell Phone, 256GB Smartphone, Unlocked Android, AI Night Mode Camera, Snapdragon 8 Elite Fast Processor, ProScaler Display, 4900mAh Battery, 2025, US 1 Yr Warranty, Navy ECOLOGO EPEAT",729.99,729.99,USD,4.6,958.0,https://www.amazon.com/dp/B0DPGBSKR2,https://m.media-amazon.com/images/I/61YvMOsT47L._AC_UY654_QL65_.jpg,1.0,729.99,False,False,False,True,2K+ bought in past month,"FREE delivery Sat, Sep 12Or fastest delivery Tomorrow, Sep 11",True,,,,,,,,,False,False,US,,,
B0C544TBQM,"Samsung Galaxy S23 Ultra 5G, US Version, 256GB, Phantom Black - Unlocked (Renewed)",423.99,423.99,USD,3.9,3496.0,https://www.amazon.com/dp/B0C544TBQM,https://m.media-amazon.com/images/I/71iBKcLHXFL._AC_UY654_QL65_.jpg,35.0,379.98,False,False,False,False,1K+ bought in past month,"FREE delivery Sat, Sep 12Or fastest delivery Tomorrow, Sep 11",True,,,,,,,,,False,False,US,,,
B0DHJCYNS7,"Apple iPhone 16, 128GB, Teal - Unlocked (Renewed)",558.25,558.25,USD,4.0,2587.0,https://www.amazon.com/dp/B0DHJCYNS7,https://m.media-amazon.com/images/I/71dAfxOFDuL._AC_UY654_QL65_.jpg,29.0,547.08,False,False,False,False,300+ bought in past month,"FREE delivery Sat, Sep 12Only 1 left in stock - order soon.",True,,Only 1 left in stock - order soon.,,,,,,,False,False,US,,,
B0DNRK51QQ,Moto G - 2025 | Unlocked | Made for US 4/128GB | 50MP Camera | Forest Gray,79.9,79.9,USD,4.3,1523.0,https://www.amazon.com/dp/B0DNRK51QQ,https://m.media-amazon.com/images/I/8160OiLlJEL._AC_UY654_QL65_.jpg,36.0,79.9,False,False,False,False,500+ bought in past month,,True,,,,,,,,,False,False,US,,,
B0F7K3TVTP,"Samsung Galaxy Zflip7 FE Cell Phone (2025), 256GB AI Smartphone, JetBlack | Unlocked Android, Large Display, 4900mAh Battery, High Res-Camera, AI Photo Edits, Durable, US 1 Yr Warranty",649.99,999.99,USD,4.4,271.0,https://www.amazon.com/dp/B0F7K3TVTP,https://m.media-amazon.com/images/I/61BxDsfgT0L._AC_UY654_QL65_.jpg,5.0,607.45,False,False,True,False,400+ bought in past month,"Join Prime to get FREE delivery Today 5 PM - 10 PMOr Non-members get FREE delivery Tue, Sep 15",True,,,,,,,,,False,True,US,,,
B086QCGQ8C,"AT&amp;T BL102-3 DECT 6.0 3-Handset Cordless Phone for Home with Answering Machine, Call Blocking, Caller ID Announcer, Audio Assist, Intercom, and Unsurpassed Range, Silver/Black",84.95,84.95,USD,4.2,33658.0,https://www.amazon.com/dp/B086QCGQ8C,https://m.media-amazon.com/images/I/81xDumBYGBL._AC_UY654_QL65_.jpg,2.0,39.06,False,False,True,False,1K+ bought in past month,"Join Prime to get FREE delivery Today 7 AM - 11 AMOr Non-members get FREE delivery Tue, Sep 15",False,,,,,,,,,False,False,US,,,
B0FXY1DZ78,"Samsung Galaxy A17 5G Smart Phone 128GB, US 1 Yr Manufacturer Warranty Blue | Large AMOLED, High-Res Camera, Durable Design, Super Fast Charging, Expandable Storage, Circle to Search, 2025",224.99,249.99,USD,4.0,1892.0,https://www.amazon.com/dp/B0FXY1DZ78,https://m.media-amazon.com/images/I/710u7UnAyWL._AC_UY654_QL65_.jpg,2.0,168.26,False,False,True,False,2K+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15",True,,,,,,,,,False,True,US,,,
B0D6YNPWPM,White OF-990 Slimline Wall-Mountable Basic Corded Telephone No AC Power Required,11.0,11.0,USD,4.0,703.0,https://www.amazon.com/dp/B0D6YNPWPM,https://m.media-amazon.com/images/I/61KSOYQQfwL._AC_UY654_QL65_.jpg,1.0,11.0,False,False,True,False,1K+ bought in past month,"Join Prime to get FREE delivery Today 7 AM - 11 AM on eligible ordersOr Non-members get FREE delivery Tue, Sep 15 on $35 of items shipped by Amazon",False,,,,,,,,,False,False,US,,,
B09VD33WHW,"Samsung Galaxy S22 Ultra 5G, US Version, 128GB, Black - Unlocked (Renewed)",329.99,329.99,USD,3.8,10290.0,https://www.amazon.com/dp/B09VD33WHW,https://m.media-amazon.com/images/I/613Fp7fknhL._AC_UY654_QL65_.jpg,33.0,289.99,False,False,False,False,500+ bought in past month,"FREE delivery Sat, Sep 12",True,,,,,,,,,False,False,US,,,
B0FTG1LVZR,"Tracfone Motorola Moto G 2025, 64GB, Saphire Blue (Locked to | Prepaid Smartphone- 6.6&quot; 120Hz Display, 5G , 50MP Quad Pixel Camera, Long-Lasting Battery",49.88,49.88,USD,4.3,285.0,https://www.amazon.com/dp/B0FTG1LVZR,https://m.media-amazon.com/images/I/81RYmvqhYrL._AC_UY654_QL65_.jpg,1.0,49.88,False,False,True,False,2K+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15",False,,,,,,,,,False,False,US,,,
B0FXBRKCGQ,"Motorola Moto G Power - 2026 | Unlocked | Made for US 8/128GB | 50MP Camera | Pantone Evening Blue | AI Camera System, Military Grade, Ram Boost",399.99,399.99,USD,4.2,3679.0,https://www.amazon.com/dp/B0FXBRKCGQ,https://m.media-amazon.com/images/I/61H10YOG9zL._AC_UY654_QL65_.jpg,2.0,315.95,False,False,True,False,200+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15",True,,,,,,,,,False,False,US,,,
B0FSCRCDYC,"OnePlus 15, 16GB RAM + 512GB Storage, Dual-SIM, Unlocked Android Smartphone, Snapdragon 8 Elite Gen 5, 7300mAh Battery, Sand Storm",584.09,584.09,USD,4.6,327.0,https://www.amazon.com/dp/B0FSCRCDYC,https://m.media-amazon.com/images/I/61Dsln0iM0L._AC_UY654_QL65_.jpg,3.0,584.09,False,False,False,False,,,True,,,,,,,,,False,False,US,,,
B0F3DHRDGL,"Samsung Galaxy S25 5G, 128GB + 12GB RAM, Silver Shadow - Unlocked (Renewed)",431.89,739.99,USD,3.8,663.0,https://www.amazon.com/dp/B0F3DHRDGL,https://m.media-amazon.com/images/I/61AeV7RJgYL._AC_UY654_QL65_.jpg,16.0,384.98,False,False,False,False,400+ bought in past month,"FREE delivery Sat, Sep 12Or fastest delivery Tomorrow, Sep 11Only 6 left in stock - order soon.",True,,Only 6 left in stock - order soon.,,,,,,,False,True,US,,,
B07ZPKN6YR,"Apple iPhone 11, 64GB, Black - Unlocked (Renewed)",172.0,172.0,USD,4.2,60091.0,https://www.amazon.com/dp/B07ZPKN6YR,https://m.media-amazon.com/images/I/61MG3m5FhIL._AC_UY654_QL65_.jpg,32.0,141.99,False,False,False,False,1K+ bought in past month,"FREE delivery Sat, Sep 12",True,,,,,,,,,False,False,US,,,
B0F5ZH7CJS,"Motorola Moto G 2025, 128GB + 4GB RAM, Forest Gray - Unlocked (Renewed)",124.59,124.59,USD,3.7,353.0,https://www.amazon.com/dp/B0F5ZH7CJS,https://m.media-amazon.com/images/I/8160OiLlJEL._AC_UY654_QL65_.jpg,10.0,99.99,False,False,True,False,1K+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15Only 6 left in stock - order soon.",False,,Only 6 left in stock - order soon.,,,,,,,False,False,US,,,
B0CNNNYPPR,KYOCERA NEW E4830 DuraXE Epic AT&amp;T/T-Mobile Flip Phone 16GB Rugged 4G LTE Black (2 Year Kyocera Warranty) Kosher NO Verizon,199.95,199.95,USD,3.7,151.0,https://www.amazon.com/dp/B0CNNNYPPR,https://m.media-amazon.com/images/I/415D7aY6OlL._AC_UY500_QL65_.jpg,4.0,129.99,False,False,False,False,100+ bought in past month,"FREE delivery Tue, Sep 15Or fastest delivery Mon, Sep 14",False,,,,,,,,,False,False,US,,,
B0FRKS39NK,"Apple iPhone 17, US Version, 256GB, eSIM, Mist Blue- Unlocked (Renewed) | eSIM",750.0,750.0,USD,4.2,351.0,https://www.amazon.com/dp/B0FRKS39NK,https://m.media-amazon.com/images/I/41jF6OMkD8L._AC_UY654_QL65_.jpg,7.0,728.97,False,False,False,False,100+ bought in past month,"FREE delivery Mon, Sep 14Or fastest delivery Tomorrow, Sep 11Only 2 left in stock - order soon.",True,,Only 2 left in stock - order soon.,,,,,,,False,False,US,,,
B08HBPXM97,Kyocera DuraXV Extreme E4810 Verizon Rugged LTE Flip Basic Cell Phone Camera GPS Black- (Renewed),141.95,275.99,USD,3.8,398.0,https://www.amazon.com/dp/B08HBPXM97,https://m.media-amazon.com/images/I/31AfWWG+jWL._AC_UY400_QL65_.jpg,4.0,109.0,False,False,False,False,200+ bought in past month,FREE delivery Sep 19 - 24Or fastest delivery Sep 19 - 22,False,,,,,,,,,False,True,US,,,
B0H6QZNRVM,"Samsung Galaxy A57 5G 2026 | 256GB, 8GB, Dual SIM | 6.7&quot; 120 Hz, Super AMOLED Plus, IP68 Water Resistant, Android 16 | International Model Factory Unlocked for Global",425.0,425.0,USD,4.9,15.0,https://www.amazon.com/dp/B0H6QZNRVM,https://m.media-amazon.com/images/I/41bnJK4NQcL._AC_UY654_QL65_.jpg,5.0,389.0,False,False,True,False,200+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15",True,,,,,,,,,False,False,US,,,
B0C4XKNH7Q,Google Pixel 7 128GB 5G Smartphone - Unlocked for All Carriers - US Version - (Snow),279.0,279.0,USD,3.8,34.0,https://www.amazon.com/dp/B0C4XKNH7Q,https://m.media-amazon.com/images/I/61ELsg3LR3L._AC_UY654_QL65_.jpg,3.0,249.99,False,False,False,False,100+ bought in past month,"FREE delivery Sat, Sep 12Only 10 left in stock - order soon.",False,,Only 10 left in stock - order soon.,,,,,,,False,False,US,,,
B0C1Q3MVBP,"Samsung Galaxy A14 5G, 64GB, Black - Unlocked (Renewed)",104.44,104.44,USD,3.8,2437.0,https://www.amazon.com/dp/B0C1Q3MVBP,https://m.media-amazon.com/images/I/71L1ezoIH9L._AC_UY654_QL65_.jpg,13.0,83.11,False,False,False,False,1K+ bought in past month,"FREE delivery Tue, Sep 15Or fastest delivery Mon, Sep 14",False,,,,,,,,,False,False,US,,,
B0DFHRH11D,"Tracfone, TCL FLIP 3, SIM Card Included Flip Phone (Locked to | 16GB, Stone Gray, 5MP Video Capable Camera, Locked [Sim Card Included - Separate Purchase Not Necessary]",19.88,29.88,USD,3.9,1035.0,https://www.amazon.com/dp/B0DFHRH11D,https://m.media-amazon.com/images/I/71pHd1TnzWL._AC_UY654_QL65_.jpg,1.0,19.88,False,False,True,False,4K+ bought in past month,"Join Prime to get FREE delivery Today 7 AM - 11 AM on eligible ordersOr Non-members get FREE delivery Tue, Sep 15 on $35 of items shipped by Amazon",False,,,,,,,,,False,True,US,,,
B0DT9QDY82,"AT&amp;T 4-Handset DECT 6.0 Cordless Home and Business Phone with Answering Machine, 5&quot; Color Display, One-Touch Shortcut, Conference, Intercom, Smart Call Blocker, Bluetooth Connect to Cell: DLP73490",169.95,169.95,USD,4.2,4787.0,https://www.amazon.com/dp/B0DT9QDY82,https://m.media-amazon.com/images/I/81XZIN-8xhL._AC_UY654_QL65_.jpg,2.0,79.88,False,False,True,False,200+ bought in past month,"Join Prime to get FREE delivery Today 5 PM - 10 PMOr Non-members get FREE delivery Tue, Sep 15",False,,,,,,,,,False,False,US,,,
B0FWT2YZV7,"Motorola Moto g - 2026 | Unlocked | Made for US 4/128GB | 50MP Camera | Pantone Slipstream, Cellular_Phone",292.4,292.4,USD,4.3,1523.0,https://www.amazon.com/dp/B0FWT2YZV7,https://m.media-amazon.com/images/I/61tdTfBYahL._AC_UY654_QL65_.jpg,4.0,125.12,False,False,True,False,400+ bought in past month,"Join Prime to get FREE delivery Today 5 PM - 10 PMOr Non-members get FREE delivery Tue, Sep 15",True,,,,,,,,,False,False,US,,,
B09V9Z1WLN,"Samsung Galaxy S22 5G, US Version, 128GB, Pink Gold - Unlocked (Renewed)",202.0,202.0,USD,3.9,3711.0,https://www.amazon.com/dp/B09V9Z1WLN,https://m.media-amazon.com/images/I/61ED3+v4aLL._AC_UY654_QL65_.jpg,24.0,165.86,False,False,False,False,400+ bought in past month,"FREE delivery Tomorrow, Sep 11Only 18 left in stock - order soon.",True,,Only 18 left in stock - order soon.,,,,,,,False,False,US,,,
B0GQ8V12F1,"Mini Smartphone 3.0&quot; Android Mini Phone World&#x27;s Smallest Phone for Student | WiFi APP Download/GPS/Face ID/Expandable memory/Camera/Video Call,Phone for Travel Backup&amp;Digital Detox,Gift for Kid,Orange",38.99,38.99,USD,3.4,185.0,https://www.amazon.com/dp/B0GQ8V12F1,https://m.media-amazon.com/images/I/61EJTTW96yL._AC_UY654_QL65_.jpg,1.0,38.99,False,False,True,False,300+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15",True,,,,,,,,,False,False,US,,,
B0FG1WDRTZ,"Samsung Galaxy S25 FE Cell Phone (2025), 128GB AI Smartphone, JetBlack | Unlocked Android, Large Display, 4900mAh Battery, High Res-Camera, AI Photo Edits, Durable, US 1 Yr Warranty",592.94,649.99,USD,4.6,1251.0,https://www.amazon.com/dp/B0FG1WDRTZ,https://m.media-amazon.com/images/I/61JvXODKxOL._AC_UY654_QL65_.jpg,4.0,293.51,False,False,False,False,300+ bought in past month,"FREE delivery Sat, Sep 12Only 1 left in stock - order soon.",True,,Only 1 left in stock - order soon.,,,,,,,False,True,US,,,
B0FMYX276H,BLU Bold N4 5G | Unlocked | 6.78” Curved Display + 1.74” Rear Display | 50MP + 16MP Selfie | 512/8GB I NFC I Android 15 | US Version | US Warranty | White,324.99,324.99,USD,4.4,228.0,https://www.amazon.com/dp/B0FMYX276H,https://m.media-amazon.com/images/I/71GqZQu4Z9L._AC_UY654_QL65_.jpg,2.0,244.99,False,False,True,False,100+ bought in past month,"Join Prime to get FREE delivery Today 5 PM - 10 PMOr Non-members get FREE delivery Tue, Sep 15",False,,,,,,,,,False,False,US,,,
B0D3JKR27K,Motorola razr | 2024 | Unlocked | Made for US 8/256GB | 50MP Camera | Spritz Orange,389.48,389.48,USD,4.3,568.0,https://www.amazon.com/dp/B0D3JKR27K,https://m.media-amazon.com/images/I/61-cT5bWFZL._AC_UY654_QL65_.jpg,3.0,299.3,False,False,True,False,200+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15",True,,,,,,,,,False,False,US,,,
B0BDY71GRG,"Apple iPhone SE 3rd Gen, 64GB, Midnight - Unlocked (Renewed)",133.89,133.89,USD,3.9,5943.0,https://www.amazon.com/dp/B0BDY71GRG,https://m.media-amazon.com/images/I/61-wAIWB8NL._AC_UY654_QL65_.jpg,51.0,76.54,False,False,True,False,2K+ bought in past month,"Join Prime to get FREE delivery Today 5 PM - 10 PMOr Non-members get FREE delivery Tue, Sep 15",True,,,,,,,,,False,False,US,,,
B0GYPTN1ZF,"Rogue R67S Unlocked 4G LTE Smartphone for T-Mobile &amp; AT&amp;T Networks, Android 15 Go, 6.8-Inch HD+ Display, 3GB RAM + 3GB Extended Memory, 32GB Storage, 4,000mAh Removable Battery, Black",59.99,69.99,USD,3.1,45.0,https://www.amazon.com/dp/B0GYPTN1ZF,https://m.media-amazon.com/images/I/51CLLSav04L._AC_UY654_QL65_.jpg,1.0,59.99,False,False,True,False,500+ bought in past month,"Join Prime to get FREE delivery Tomorrow, Sep 11Or Non-members get FREE delivery Tue, Sep 15",False,,,,,,,,,False,True,US,,,
