title,source,link,price,imageUrl,rating,ratingCount,productId,position,device_category
لينوفو لوك 15IRX10 للالعاب، معالج إنتل كور i5-13450HX، ذاكرة 16 جيجابايت، تخزين 512 جيجابايت SSD، شاشة 15.6 بوصة FHD 144Hz، كرت شاشة NVIDIA RTX 5050,Cartlow,"https://www.google.com/search?ibp=oshop&q=Gaming+Laptop&prds=localAnnotatedOfferId:1,productid:17914962576782959991,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 5,980.00",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSFwCkDCELiuBwDjISBEEq6j_TJxKPDHD4gb8OH1p8_H6VarVSHPx-vwVprJC3KyvdN-9C96CAkCW-m8Q1ZC8LAajU0xzGf0tSKo-lGRaCKYyc8vFUe3Pry,,,17914962576782959991,25,gaming_laptops
"MSI Raider A18 HX A9WIG, Gaming Laptop, 18""UHD+ 120Hz, AMD Ryzen 9 9955HX3D, 64GB RAM, 2TB SSD, NVIDIA GeForce RTX 5080 Laptop GPU, GDDR7 16GB, Win11",Amazon.sa,"https://www.google.com/search?ibp=oshop&q=Gaming+Laptop&prds=localAnnotatedOfferId:1,catalogid:7258234682112404451,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 17,999.00",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQjwqNWdov3q4R9888d6kTBsMjdUEqoAeKg08mJqQIiqxHXDMQN0goU1SOeeb7_PjIp5SKFc_8j4QmueWAIxEBh1VEHh8U18VOuanURW_3ZHaCRO4qnEzXE,,,7258234682112404451,26,gaming_laptops
ASUS TUF Gaming A15 Laptop With 15.6-Inch Display AMD Ryzen 7-7435Hs 8GB RAM,Microless.com,"https://www.google.com/search?ibp=oshop&q=Gaming+Laptop&prds=localAnnotatedOfferId:1,catalogid:14645072274862535742,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 3,211.92",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTlbSsYHI82H6Y85Y8Bsq5mN3kPKdZIw_NxjT9Nm5Bghpfr30mqGQvkYwfTX5PUl4eH2R9ZuSChOEnslLXN110-8JHki9nvtHKtLgNNtmg,4.9,62.0,14645072274862535742,27,gaming_laptops
لابتوب الالعاب HP Victus Gaming 15-FA2317TX – مع معالج Core i7-13620H (الجيل الثالث عشر)/ذاكرة RAM سعة 16جيجابايت DDR4/قرص NVMe SSD سعة تخزين 512,Carrefour KSA,"https://www.google.com/search?ibp=oshop&q=Gaming+Laptop&prds=localAnnotatedOfferId:1,productid:6639071910817905106,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 4,499.00",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQTXMvxrVKJwhiX25F2PKCRihYeIQiPSnsVMoIF82gUscMeK01tmZGXJqPQQE0AHftG5_e0tnBcCJziGKdxHfDd_LAm-RNjQJD3uHmGnwb1Vf2lhh28hAd0Zw,,,6639071910817905106,28,gaming_laptops
"Acer Nitro V 15.6"" Gaming Laptop AMD Ryzen 5 7535HS",eBay - tanyastreasuries,"https://www.google.com/search?ibp=oshop&q=Gaming+Laptop&prds=localAnnotatedOfferId:1,catalogid:9788667415520632379,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 4,356.40",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSC4RJr0lyzQijspp3Stqm7fNTMkaRyFznYfGqwLRjvkwMG-af9uMH_ukvgCkiW5VWpn-Bb9a2v28wXJ0jVvy7Avs4dIjdXBc0c_zhHNaU,5.0,1.0,9788667415520632379,29,gaming_laptops
"Msi Katana 15 HX Gaming Laptop 15.6"" FHD IPS 144Hz Display Intel Core i7-14650HX",GCC Gamers,"https://www.google.com/search?ibp=oshop&q=Gaming+Laptop&prds=localAnnotatedOfferId:1,catalogid:2911672219102158518,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 4,697.07",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcS8MUYSrve7R9x1kMH6oB55RgSJpJ6I8JwLEqCKIVe6C3K2mPCHsyMfC_A6Kwo9DOV2utOGQlSu3n72uXP7pK3fZoXXh1cpZ_JGAiBTL5bWdgNeq7wYfv7fDA,,,2911672219102158518,30,gaming_laptops
Lenovo LOQ Gaming Laptop 15.6 FHD IPS 144Hz AMD Ryzen 5 7235HS loq 15arp9,Amazon.sa - Seller,"https://www.google.com/search?ibp=oshop&q=Gaming+Laptop&prds=localAnnotatedOfferId:1,catalogid:13167397270956157056,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 4,199.00",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQ8OraZtHpLaX4_is6_dcE2nASMN17UnhrSVciDyzyvTxACRs6QEFd67-am_XLrCnWLFshhEx91DegGXseBLXM8urVX2NaSqjCvHbdBDp5xAcHdKNqt7Gcd,4.7,346.0,13167397270956157056,31,gaming_laptops
"Asus Laptop ROG Strix G16 16"" 2.5K 240Hz AMD Ryzen 9 32GB 1TB SSD RTX 5070 Ti",Godukkan.com,"https://www.google.com/search?ibp=oshop&q=Gaming+Laptop&prds=localAnnotatedOfferId:1,catalogid:3657513068682953364,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 10,177.50",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQXoy3jQQc7h4zAztsOdAmCexwDp3LVOdqVvF_hh5Xut4svLP42k1EdQvdNf1A_Q8B-8KcZgysfKzxcrXp68RwbPxzpl7-VFpvFSRDQrjo,5.0,2.0,3657513068682953364,32,gaming_laptops
17.3-Inch Laptop Intel N150 RAM 8GB FHD IPS Gaming Laptop 7000mAh Wholesale Brand New Laptop,Made-in-China.com,"https://www.google.com/search?ibp=oshop&q=Gaming+Laptop&prds=localAnnotatedOfferId:1,productid:10756724109407442181,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 1,104.13",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcROLTscc0VjQWwQRPlObs6TuAxH4COhB_1fBi-jOmN80-U7GF93ISIJY2sEVSngzmIKr3qr2_MpYhT5bXxtkoYnx0IXPlJVBy8YUf7Ep_ubYZeJoOl5905L,,,10756724109407442181,33,gaming_laptops
"ASUS ROG Strix G16 G615JHR Gaming Laptop 16"" WUXGA IPS 165Hz Display Intel Core i7-14650HX",PC Dubai,"https://www.google.com/search?ibp=oshop&q=Gaming+Laptop&prds=localAnnotatedOfferId:1,catalogid:1985110546557933440,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 5,879.00",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcS0x6lb-GtapEFxnrXZ1ffBtfWMVyaRN5XbYdTICuQV7qV9NWVrY1SbLGp8AgXqiwy00Ls1iYBHa-G9U_BRXeKy2lvkDEzZ_3S-58dL1r4R3Uo2XA4yryc8RQ,,,1985110546557933440,34,gaming_laptops
"15-fd1052nx laptop core i5-120u, 8gb, 512gb ssd, dos (cd7r6ea#a2n)",eXtra Stores,"https://www.google.com/search?ibp=oshop&q=Gaming+Laptop&prds=localAnnotatedOfferId:1,productid:4608764279568442970,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 2,499.00",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSdEfDHDdR_u_r19pp6_CoqCAlfx_PNFGQhIP2ocwsvUTobAzieczMZQl-lOLa199Re3lrubq_FdoGRol9ngtdP2fIr26W-mRcrCo1BigmplvGuGvJRvniabFw,,,4608764279568442970,35,gaming_laptops
Asus TUF A15 AMD Ryzen 7 170 Gaming Laptop,eBay - mobile.emporium,"https://www.google.com/search?ibp=oshop&q=Gaming+Laptop&prds=localAnnotatedOfferId:1,catalogid:11784766044491327741,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 3,736.77",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSYAVnKdO_9sDUqb_4zII3Vj6JHoLav3oLowD2HZPrvvIvFnXnIZhb_5EhypQAklOBL5fOCWY3HaiU7z9akidwEb0HnBfbQDXXXloTyrgs,5.0,4.0,11784766044491327741,36,gaming_laptops
Asus TUF Gaming F16 Gaming Laptop With 16 Inch WUXGA Display,Microless.com,"https://www.google.com/search?ibp=oshop&q=Gaming+Laptop&prds=localAnnotatedOfferId:1,catalogid:3361010454213911145,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 6,810.97",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcT_HDAIo5yvLXN6NxjJ4muMdAhKJEzLdfvErIMjdEABcVF9005AVXUbP0Dvf-Buqmu-JoGr0GKcR8kmaXajDjGUrnrlz1aZFgUNyp5q1HSw,5.0,3.0,3361010454213911145,37,gaming_laptops
اسوس تي يو اف جيمنج لابتوب ألعاب,Jarir Bookstore,"https://www.google.com/search?ibp=oshop&q=Gaming+Laptop&prds=localAnnotatedOfferId:1,productid:7657908431150805275,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 4,499.00",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTdMowppyPkrSzELtcn7WJNnUw9tl1Al-nm4vUHWEYRd989xz_gUBbyKyvhunNjDa12apsyylMENuD0P3yI-s-iB9Oaz7PFKWnJUwMs1GY,,,7657908431150805275,38,gaming_laptops
"ASUS ROG Strix G17 STRIX-G17-G713IM-HX055 AMD Ryzen 7 4800H Laptop 43.9 cm (17.3"") Full HD 16 GB DDR4-SDRAM 512 GB SSD NVIDIA GeForce RTX 3060 Wi-Fi 6",Samma3a.com,"https://www.google.com/search?ibp=oshop&q=Gaming+Laptop&prds=localAnnotatedOfferId:1,catalogid:18685199173224685,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 5,582.45",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQmTtn_e3_OBjLUhCAZ2xD2G5QanM6teEUYI51U4TNkIRyVasEwTwvL2xWRbjrJmrUSvyPxcGbKHNVM4ymvxUZNZ05-0FlkkWgS-Wmd9b21vzaVPJM9xgeY,4.2,6.0,18685199173224685,39,gaming_laptops
HP Victus Gaming 15-fa2014ni 15.6-inch FHD Laptop Intel Core i7-13620H 512GB SSD 16GB RAM RTX 5050 Win 11 Home,PC Land Store,"https://www.google.com/search?ibp=oshop&q=Gaming+Laptop&prds=localAnnotatedOfferId:1,catalogid:12098824574738180777,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 4,899.00",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSQpRPgaEByilCBfoegex5jYbZcgRmq0Tsu9YbimzbkfMuBkr6yxhXmhnDROaTlOraiuHJOWKU1NSqdGxWmUDNLAGIJhZW7rlFWIn91x6WfiWzs75hno68bEg,,,12098824574738180777,40,gaming_laptops
"ASUS TUF Gaming F16 16"" 2.5K 165Hz - Intel Core i7-14650HX - GeForce RTX 5070 8GB - 32GB RAM - 1TB NVMe SSD",سيليكون ڤالي,"https://www.google.com/search?ibp=oshop&q=Gaming+Laptop&prds=localAnnotatedOfferId:1,productid:7898738626249675616,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 7,899.00",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSLjE8BJ12fz-xTEOeEfe5tDJgI-tmCcMjxzr3AgsezFXVQxDza8WEenulnv_HKSTqhEzMDH3ExbhYslP2m4kBEUOPcmeeiLY3fEvlqS3O_Xo9dAUi8Wz5jmg,,,7898738626249675616,1,gaming_laptops
"Asus Rog Zephyrus G16 Gu606 Ax Gaming Laptop 16.0"" 2.5 K Oled 240 Hz Intel Core Ultra 9 386 H",Gear-up.me,"https://www.google.com/search?ibp=oshop&q=Gaming+Laptop&prds=localAnnotatedOfferId:1,catalogid:17646354116843337012,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 23,050.00",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSU8t96LMv6EK0m8dvMLJq_4me24odoQqvdXCDpQNsWXNlpzcvLe-RUiFsmjMWe7aXBRh5xSYlTXb78KOhOoYcpUxKpfU82OpFifyhNjmnFPZV32QAxQaQ70Q,,,17646354116843337012,2,gaming_laptops
Acer Predator Helios Neo 16 AI Gaming Laptop Intel Core Ultra 9-275HX Processor 16GB Ram 1TB SSD Storage NVIDIA GeForce RTX 5060-8GB Graphics 16 Inch,Microless.com,"https://www.google.com/search?ibp=oshop&q=Gaming+Laptop&prds=localAnnotatedOfferId:1,catalogid:15400548448218285065,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 6,539.27",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQ04oF13yeopql6RNnuXTo810HyPiPeWZrBdGuJSkUXP0igirx4fZWtl50VnoOfAduP-Yv1LZW-yL5CTORq-qu5EJL3SA4D8pquHWIza0_qJkvTH6kRbn9z,,,15400548448218285065,3,gaming_laptops
"Lenovo Legion 5 15AHP10 Gaming Laptop 15.1"" WQXGA OLED 165Hz Display AMD Ryzen 7 260",Ubuy,"https://www.google.com/search?ibp=oshop&q=Gaming+Laptop&prds=localAnnotatedOfferId:1,catalogid:7161623327600139467,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 8,495.05",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRZicBuHgv9DcZ-ieEJFGj-VhI8RDxx73Mu-7yRemkg1GdOI4nSx8sNeh0ekEzk33Gpzkz8x3c56l-xl5iAoycbJvRVqvm9IsHEI3oMVth4,4.4,36.0,7161623327600139467,4,gaming_laptops
"Asus ROG Zephyrus G16 Gu605 Gaming Laptop 16"" 2.5K Oled 240Hz Display Intel Core Ultra 9 285H",Godukkan.com,"https://www.google.com/search?ibp=oshop&q=Gaming+Laptop&prds=localAnnotatedOfferId:1,catalogid:5144945139478916381,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 17,664.00",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQIh1sGy98JtpCA2rHYPiOtrigDUpJ3_G5JPK4DpbppiUKMmHijl-Ps69g77Y9WVVhBMJU14qClEAx6Fbgx0SCEXF0HHvFEvBKLH7Dtz0OaPZkdZA8rPrqW,5.0,1.0,5144945139478916381,5,gaming_laptops
"Acer Aspire Lite AL15 Laptop with 14th Gen Intel Core 3-N350 Octa Cores Upto 3.9GHz/8GB DDR4 RAM/256GB SSD Storage/Intel Graphics/15.6"" FHD IPS",Golden Technology,"https://www.google.com/search?ibp=oshop&q=Gaming+Laptop&prds=localAnnotatedOfferId:1,catalogid:18166175919894435363,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 1,599.00",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQbbFZ5W19hHefdE0w2x7sogPJ71mJEfQSQ-ggzuv090mK4ST4fOacm25l9gSt-kchB6WyX_2F6aAtHrBbKfCffQJlLyGeeRyOYAZNJT9-jIuF_pEm0plgMvw,,,18166175919894435363,6,gaming_laptops
MSI Raider 18 hx ai 18 Ultra 9-285hx Ssd Gaming Laptop raider 18 hx ai a2xwjg,Microless.com,"https://www.google.com/search?ibp=oshop&q=Gaming+Laptop&prds=localAnnotatedOfferId:1,catalogid:8734835716909901381,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 23,606.35",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTeDyej90ZyuyGKNwip5yBMDFzmwAy8BC4e0gpwVz9i5OihndzV2f8ygg0i6r47Vpvsr8lPFGrv0-DxXk-TKxVqpQE6wJSu89lKsht1ht0Q,4.8,22.0,8734835716909901381,7,gaming_laptops
Lenovo Legion LOQ AI-Powered Gaming Laptop Intel Core i7-13650HX 15.6 FHD IPS 144Hz Display,eBay - tanyastreasuries,"https://www.google.com/search?ibp=oshop&q=Gaming+Laptop&prds=localAnnotatedOfferId:1,catalogid:6146486308101273571,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 5,821.06",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQiHXbgbCa3XK94Yp8SDpw8ndI894St69fuBqmCfUR-D_5QApxrLwVzj3xLA3g8_TeSYtTAmGRKeSKYTI3zZvfP11FhYBip5UZqxhN0mK4,,,6146486308101273571,8,gaming_laptops
ASUS TUF Gaming A16 Laptop 16 WUXGA 144Hz AMD Ryzen 7 7445HS,Ubuy,"https://www.google.com/search?ibp=oshop&q=Gaming+Laptop&prds=localAnnotatedOfferId:1,catalogid:7873937666838644918,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 7,713.90",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcREqc3qoSby2wQgiLX5cQwYuMY9r2J9sV9EOLknh-j91WmROb32sU22yL_fq3UzPXty20Xedsw9HHSOioOXFM05SpmqZXGjkt8H9xf6nJs,3.7,3.0,7873937666838644918,9,gaming_laptops
MSI 2024 Pulse 16 AI Gaming Notebook Core Ultra 9 185H 64GB DDR5 1TB SSD,ubuy.com.sa,"https://www.google.com/search?ibp=oshop&q=Gaming+Laptop&prds=localAnnotatedOfferId:1,catalogid:1286644521198306974,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 15,777.00",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRXh9GltWz8hpXDWPpZsXyD0mcqB63k_ti-aTk7Ei-SD1RfcIINhq2XDTeKe8qjcFmc2HJEuLbIOn4UaMAyRgGCRrmZJMEGNB2xZRLCPPJ2k00oU8uOeufq,,,1286644521198306974,10,gaming_laptops
"Msi Crosshair 16 Hx Ai D2XWFKG Gaming Laptop 16"" QHD+ Ips 240Hz Display Intel Core Ultra",Godukkan.com,"https://www.google.com/search?ibp=oshop&q=Gaming+Laptop&prds=localAnnotatedOfferId:1,catalogid:15391266532351874459,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 7,496.85",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTIz6qdrW7XgPaLC773F6BaFtFVaIIuz0omLL88vcqIXT8-mPdJgPrdYwIvmy9U00iS3B28K2dNSubQ0CoOfD013K-pBmO5jhmIAa-K2GpJxAEVL3Rt9EigQw,4.5,62.0,15391266532351874459,11,gaming_laptops
"Asus TUF Gaming F16 FX608JPR Laptop 16"" WQXGA IPS 165Hz Display Intel Core i7-14650HX",Microless.com,"https://www.google.com/search?ibp=oshop&q=Gaming+Laptop&prds=localAnnotatedOfferId:1,catalogid:5528214547361540563,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 7,797.25",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSL0DiFbBXhGyLtxkJ-DsWy86FPSk5qREaxhANY9Ru7SsGO9UODaOdTb9ttSeUAUlqNQNbf1UzyZ3x2OPp4qv-ypIsZz_gmLcxvBGmhvu7CKemdy2W5yvbC,4.6,5.0,5528214547361540563,12,gaming_laptops
acer Aspire 3 Laptop 15.6 Full HD Display AMD Ryzen 7 5700U Processor,Amazon.sa - Seller,"https://www.google.com/search?ibp=oshop&q=Gaming+Laptop&prds=localAnnotatedOfferId:1,catalogid:8400638475646434738,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 4,333.78",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRVj5M4R_wv7ijCr-FmtEsaCZfIWqYNHpwXRnX3RItHI5U5PbT0yTjeP7clqyeyI6HgIMZ3tYs6KN47Xqby4SoOEzk_iRATWXLHr_JKbms,,,8400638475646434738,13,gaming_laptops
NIMO 2026 Gaming Laptop AMD R7 7735HS 16GB DDR5 RAM 256GB SSD Business Computer with 15.6 FHD Display Radeon,Ubuy,"https://www.google.com/search?ibp=oshop&q=Gaming+Laptop&prds=localAnnotatedOfferId:1,catalogid:523232014626915144,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 2,996.93",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRYWOAHzA0LuNERRw5L5VNZ9bL9PdBy5oCBbOonkAX9JN9aqUzLXbrKQIfQvTrTl6A7gMOayPlvFdUhooZiSObrv0vongipGj9_mi8ZvUP2t5BOV0CQ6NcglA,,,523232014626915144,14,gaming_laptops
"LOQ 15IRX9 Gaming Laptop – 15.6"" FHD, Intel i7-13650HX, RTX 4060 8GB, 16GB RAM, 512GB SSD – DOS, Luna Grey",LetsTango.com,"https://www.google.com/search?ibp=oshop&q=Gaming+Laptop&prds=localAnnotatedOfferId:1,productid:14527405070602014920,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 5,316.57",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRuNe6A3joncP5BqTeFVeJld6QvgcGbzPL2BYgI4__BuNxPZmClEqCCbvynSa-w1ghOooZ8awrBrvpe0QPdO0E7yF4hOf0ZpdYVha0apu_VYbNYF2rkW6um,,,14527405070602014920,15,gaming_laptops
"MSI Cyborg 15 a2rve Gaming Laptop 15.6"" FHD Ips 144Hz Display Intel Core 7 240H",Microless.com,"https://www.google.com/search?ibp=oshop&q=Gaming+Laptop&prds=localAnnotatedOfferId:1,catalogid:7304317528610999669,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 4,454.55",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQZE70Pc83DgAaBsDPC5Aq4g2fNGj5f66vpWEZeeGgfDpi1-MW47SHIEbjuGvhUW7329h0jsCV2f90VoyPqDiQjkzaFfZGhoJr10nYrXWA,,,7304317528610999669,16,gaming_laptops
Asus ROG Strix G16 G615JHR-S5096 Gaming Laptop Intel Core I7-14650HX Processor 32GB Ram 1TB SSD Storage NVIDIA GeForce RTX5050-8GB Graphics 16 Inch WQ,Godukkan.com,"https://www.google.com/search?ibp=oshop&q=Gaming+Laptop&prds=localAnnotatedOfferId:1,productid:10691811097021527527,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 8,395.00",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRuiwTLJ4AMJkb7uaUXe2FTttJmHZWvnwcSH3ddE7dULNA4ae8327Sha9G6ehg1N7gcU84gKM3pR73EtBBZ3Gkr_OeFLqiWVTZVdZ8FUK0k,5.0,23.0,10691811097021527527,17,gaming_laptops
"Gigabyte 16"" AERO X16 Laptop Copilot+ PC gigabyte aero x16 2w",eBay - tanyastreasuries,"https://www.google.com/search?ibp=oshop&q=Gaming+Laptop&prds=localAnnotatedOfferId:1,catalogid:17216179136269637040,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 9,651.72",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRpb9yVjfAdTFtaYPifUDQECJVQZz19I4ORAkoJdGFh4BsAOfw6dLIMujWiHP9633-xmMLzhvJ7DaGZ8tB568PdvfogF5TTZfw2DdIP2gYb,,,17216179136269637040,18,gaming_laptops
Lenovo Legion Pro 7i Gen 10 16 Gaming Laptop Intel Core Ultra 9 275HX 24C,ubuy.com.sa,"https://www.google.com/search?ibp=oshop&q=Gaming+Laptop&prds=localAnnotatedOfferId:1,catalogid:10428052523121968265,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 18,559.00",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQ5i-kzcSs4VtidnorxIOWoF0cyEQeyxP9O9a7ixTDHlB_6127vqvgcQUcoIfXm2r-0wiBSizL8V1fCjcnWx27GtSCpKKE9TlGPasUvu8QLj_2_MBoeW25v,4.6,489.0,10428052523121968265,19,gaming_laptops
NIMO 15.6 Gaming Laptop AMD Ryzen 5 6600H Beat i7-1165G7 6 Cores Up to 4.5GHz,Ubuy,"https://www.google.com/search?ibp=oshop&q=Gaming+Laptop&prds=localAnnotatedOfferId:1,catalogid:12606858309932553452,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 2,906.79",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRUFn0VrmuKQRjhf1YnTvriEiJlpXmAZOsnX8VBX4LJR2zJYwnkkWq3qIWNfKSbK2qmc3JXIWdyyzq8klWUFV-Pvw7H0J5HRO03DxqkLSgN,,,12606858309932553452,20,gaming_laptops
"Acer Predator Helios Neo 16 AI Gaming Laptop 16"" WQXGA 240Hz Display Intel Core Ultra 9 275HX",Microless.com,"https://www.google.com/search?ibp=oshop&q=Gaming+Laptop&prds=localAnnotatedOfferId:1,catalogid:17442328061235310183,pvo:2,pvt:hg,rds:PC_6027158597472037202%7CPROD_PC_6027158597472037202&gl=sa&udm=28&pvorigin=2","SAR 8,746.10",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRL6XA-9mjsDjGpFqfOktBNOVM2vD7g8jgD8ivxtYAJwBJt6qQ8QFx41YVfRUv1LmdJwsOmORy1APUIcM3vVzz-8IYyAr5abELulKcBwY8,,,17442328061235310183,21,gaming_laptops
